indiv rio peso enfermo
96 Corumbel 50 0
97 Corumbel 60 0
98 Corumbel 15 0
99 Corumbel 69 0
100 Corumbel 52 0
101 Corumbel 81 0
102 Corumbel 61 0
103 Corumbel 10 0
104 Corumbel 68 0
105 Corumbel 75 0
106 Corumbel 99 1
107 Corumbel 55 0
108 Corumbel 6 0
109 Corumbel 2 0
110 Corumbel 28 0
111 Corumbel 28 0
112 Corumbel 33 0
113 Corumbel 44 0
114 Corumbel 36 0
115 Corumbel 45 0
116 Corumbel 40 0
117 Corumbel 51 0
118 Corumbel 45 0
119 Corumbel 96 0
120 Corumbel 25 0
121 Corumbel 76 0
122 Corumbel 59 0
123 Corumbel 54 0
124 Corumbel 66 0
125 Corumbel 71 0
126 Corumbel 25 0
127 Corumbel 60 0
128 Corumbel 80 0
129 Corumbel 62 0
130 Corumbel 95 0
131 Corumbel 73 0
132 Corumbel 54 0
133 Corumbel 81 0
134 Corumbel 88 0
135 Corumbel 84 1
136 Corumbel 21 0
137 Corumbel 65 0
138 Corumbel 93 0
139 Corumbel 85 0
140 Corumbel 2 0
141 Corumbel 89 0
142 Corumbel 94 0
143 Corumbel 56 0
144 Corumbel 52 0
145 Corumbel 17 0
146 Corumbel 74 0
147 Corumbel 6 0
148 Corumbel 24 0
149 Corumbel 4 0
150 Corumbel 25 0
151 Corumbel 41 0
152 Corumbel 67 0
153 Corumbel 54 0
154 Corumbel 94 0
155 Corumbel 20 0
156 Corumbel 86 0
157 Corumbel 42 1
158 Corumbel 63 0
159 Corumbel 21 0
160 Corumbel 84 0
161 Corumbel 22 1
162 Corumbel 79 0
163 Corumbel 48 0
164 Corumbel 18 0
165 Corumbel 79 0
166 Corumbel 38 0
167 Corumbel 49 0
168 Corumbel 32 0
169 Corumbel 21 0
170 Corumbel 64 0
171 Corumbel 90 0
172 Corumbel 45 0
173 Corumbel 37 0
174 Corumbel 2 0
175 Corumbel 48 0
176 Corumbel 16 0
177 Corumbel 40 0
178 Corumbel 18 0
179 Corumbel 42 0
180 Corumbel 34 0
181 Corumbel 25 0
182 Corumbel 85 0
183 Corumbel 32 0
184 Corumbel 35 0
185 Corumbel 97 0
186 Corumbel 14 0
187 Corumbel 5 0
188 Corumbel 83 0
189 Corumbel 67 0
190 Corumbel 81 0
191 Corumbel 96 0
192 Corumbel 13 0
193 Corumbel 26 0
194 Corumbel 38 0
195 Corumbel 63 0
196 Corumbel 44 0
197 Corumbel 78 0
198 Corumbel 77 0
199 Corumbel 56 1
200 Corumbel 13 0
201 Corumbel 12 0
202 Corumbel 60 0
203 Corumbel 5 0
204 Corumbel 77 0
205 Corumbel 40 0
206 Corumbel 17 0
207 Corumbel 85 0
208 Corumbel 58 0
209 Corumbel 2 0
210 Corumbel 62 0
211 Corumbel 49 0
212 Corumbel 58 0
213 Corumbel 75 0
214 Corumbel 80 0
215 Corumbel 20 0
216 Corumbel 83 0
217 Corumbel 64 0
218 Corumbel 50 0
219 Corumbel 72 0
220 Corumbel 71 0
221 Corumbel 23 0
222 Corumbel 18 0
223 Corumbel 49 0
224 Corumbel 59 0
225 Corumbel 38 0
226 Corumbel 91 0
227 Corumbel 96 0
228 Corumbel 62 0
229 Corumbel 32 0
230 Corumbel 40 0
231 Corumbel 6 0
232 Corumbel 60 0
233 Corumbel 74 0
234 Corumbel 4 0
235 Corumbel 79 0
236 Corumbel 95 0
237 Corumbel 42 0
238 Corumbel 95 0
239 Murtigas 24 1
240 Murtigas 83 0
241 Murtigas 21 0
242 Murtigas 45 0
243 Murtigas 35 0
244 Murtigas 62 0
245 Murtigas 67 1
246 Murtigas 73 1
247 Murtigas 77 0
248 Murtigas 43 1
249 Murtigas 36 0
250 Murtigas 66 1
251 Murtigas 22 1
252 Murtigas 47 0
253 Murtigas 65 0
254 Murtigas 59 0
255 Murtigas 13 1
256 Murtigas 17 1
257 Murtigas 63 1
258 Murtigas 7 1
259 Murtigas 29 0
260 Murtigas 73 0
261 Murtigas 77 0
262 Murtigas 47 0
263 Murtigas 8 0
264 Murtigas 80 0
265 Murtigas 73 0
266 Murtigas 96 1
267 Murtigas 45 1
268 Murtigas 39 1
269 Murtigas 14 1
270 Murtigas 76 0
271 Murtigas 33 0
272 Murtigas 17 0
273 Murtigas 47 1
274 Murtigas 96 0
275 Murtigas 98 0
276 Murtigas 49 0
277 Murtigas 32 0
278 Murtigas 78 0
279 Murtigas 36 1
280 Murtigas 9 0
281 Murtigas 79 1
282 Murtigas 22 0
283 Murtigas 99 1
284 Murtigas 49 0
285 Murtigas 95 0
286 Murtigas 42 0
287 Murtigas 33 0
288 Murtigas 61 0
289 Murtigas 37 0
290 Murtigas 18 0
291 Murtigas 52 0
292 Murtigas 78 1
293 Murtigas 2 0
294 Murtigas 58 0
295 Murtigas 46 0
296 Murtigas 64 0
297 Murtigas 79 0
298 Murtigas 94 0
299 Murtigas 74 1
300 Murtigas 38 0
301 Murtigas 87 1
302 Murtigas 53 0
303 Murtigas 43 0
304 Murtigas 14 0
305 Murtigas 73 0
306 Murtigas 47 0
307 Murtigas 53 0
308 Murtigas 49 0
309 Murtigas 54 1
310 Murtigas 74 1
311 Murtigas 94 1
312 Murtigas 44 0
313 Murtigas 76 0
314 Murtigas 79 0
315 Murtigas 2 0
316 Murtigas 43 0
317 Murtigas 42 0
318 Murtigas 86 0
319 Murtigas 37 1
320 Murtigas 38 1
321 Murtigas 10 0
322 Murtigas 60 0
323 Murtigas 84 1
324 Murtigas 39 1
325 Murtigas 19 0
326 Murtigas 47 0
327 Murtigas 49 0
328 Murtigas 14 1
329 Murtigas 68 0
330 Murtigas 6 0
331 Murtigas 48 0
332 Murtigas 74 1
333 Murtigas 97 1
334 Murtigas 94 1
335 Murtigas 78 0
336 Murtigas 79 0
337 Murtigas 61 0
338 Murtigas 62 1
339 Murtigas 39 0
340 Murtigas 13 0
341 Murtigas 93 1
342 Murtigas 28 0
343 Murtigas 85 0
344 Murtigas 37 0
345 Murtigas 57 0
346 Murtigas 93 0
347 Murtigas 1 0
348 Murtigas 77 0
349 Murtigas 58 0
350 Murtigas 25 0
351 Murtigas 5 0
352 Murtigas 86 0
353 Murtigas 92 0
354 Murtigas 30 0
355 Murtigas 30 1
356 Murtigas 97 1
357 Murtigas 34 0
358 Murtigas 81 0
359 Murtigas 44 0
360 Murtigas 62 0
361 Murtigas 39 0
362 Murtigas 58 0
363 Murtigas 8 0
364 Murtigas 87 0
365 Murtigas 60 0
366 Murtigas 92 1
367 Murtigas 48 0
368 Murtigas 76 1
369 Murtigas 67 0
370 Murtigas 16 0
371 Murtigas 36 0
372 Murtigas 68 0
373 Murtigas 64 1
374 Murtigas 81 0
375 Murtigas 49 0
376 Murtigas 70 1
377 Murtigas 85 1
378 Murtigas 29 0
379 Murtigas 81 1
380 Murtigas 90 1
381 Murtigas 54 0
382 Murtigas 93 1
383 Murtigas 27 0
384 Murtigas 21 0
385 Murtigas 80 1
386 Murtigas 55 0
387 Murtigas 83 1
388 Murtigas 21 1
389 Murtigas 6 0
390 Murtigas 70 1
391 Murtigas 80 0
392 Murtigas 26 1
393 Murtigas 16 0
394 Murtigas 81 1
395 Murtigas 46 0
396 Murtigas 22 0
397 Murtigas 33 0
398 Murtigas 33 0
399 Murtigas 49 0
400 Murtigas 19 0
401 Murtigas 97 0
402 Murtigas 11 0
403 Murtigas 38 0
404 Murtigas 84 1
405 Murtigas 39 0
406 Murtigas 64 0
407 Murtigas 76 1
408 Murtigas 4 1
409 Murtigas 87 1
410 Murtigas 76 0
411 Murtigas 61 1
412 Murtigas 6 1
413 Murtigas 22 0
414 Murtigas 8 0
415 Murtigas 45 1
416 Murtigas 78 0
417 Murtigas 17 0
418 Murtigas 47 0
419 Murtigas 90 0
420 Murtigas 63 1
421 Murtigas 68 1
422 Murtigas 37 0
423 Murtigas 82 1
424 Murtigas 58 0
425 Murtigas 75 1
426 Murtigas 50 0
427 Murtigas 48 0
428 Murtigas 91 0
429 Murtigas 60 0
430 Murtigas 54 1
431 Murtigas 27 0
432 Murtigas 48 0
433 Murtigas 86 1
434 Murtigas 73 1
435 Murtigas 33 0
436 Murtigas 48 0
437 Murtigas 26 0
438 Murtigas 4 0
439 Murtigas 20 0
440 Murtigas 96 1
441 Murtigas 16 0
442 Murtigas 77 0
443 Murtigas 41 0
444 Murtigas 47 0
445 Murtigas 35 0
446 Murtigas 24 1
447 Murtigas 41 0
448 Murtigas 4 0
449 Murtigas 37 1
450 Murtigas 29 0
451 Murtigas 14 0
452 Murtigas 63 0
453 Murtigas 44 0
454 Murtigas 80 0
455 Murtigas 87 0
456 Murtigas 21 0
457 Murtigas 13 0
458 Murtigas 26 0
459 Murtigas 40 0
460 Murtigas 84 0
461 Murtigas 30 0
462 Murtigas 82 0
463 Murtigas 54 0
464 Murtigas 50 1
465 Murtigas 83 1
466 Murtigas 51 0
467 Murtigas 95 0
468 Murtigas 66 1
469 Murtigas 32 0
470 Murtigas 5 0
471 Murtigas 29 0
472 Murtigas 92 1
473 Murtigas 58 0
474 Murtigas 94 0
475 Murtigas 27 0
476 Murtigas 51 0
477 Murtigas 58 0
478 Murtigas 84 0
479 Murtigas 13 0
480 Murtigas 17 1
481 Murtigas 1 0
482 Murtigas 52 1
483 Murtigas 73 0
484 Murtigas 97 0
485 Murtigas 64 1
486 Murtigas 26 1
487 Murtigas 37 1
488 Murtigas 18 0
489 Murtigas 76 0
490 Murtigas 77 0
491 Murtigas 26 0
492 Murtigas 95 0
493 Murtigas 68 0
494 Murtigas 20 0
495 Murtigas 12 0
496 Murtigas 70 1
497 Murtigas 92 0
498 Murtigas 71 0
499 Murtigas 76 0
500 Murtigas 71 1
501 Murtigas 69 0
502 Murtigas 89 0
503 Murtigas 22 0
504 Murtigas 14 0
505 Murtigas 31 1
506 Murtigas 79 0
507 Murtigas 57 0
508 Murtigas 89 1
509 Murtigas 60 0
510 Murtigas 38 1
511 Murtigas 7 0
512 Murtigas 62 0
513 Murtigas 99 0
514 Murtigas 31 0
515 Murtigas 84 1
516 Murtigas 87 0
517 Murtigas 5 0
518 Murtigas 18 0
519 Murtigas 75 1
520 Murtigas 76 0
521 Murtigas 65 0
522 Murtigas 67 0
523 Murtigas 4 1
524 Murtigas 67 0
525 Murtigas 22 0
526 Murtigas 67 0
527 Murtigas 44 0
528 Murtigas 22 0
529 Murtigas 60 1
530 Murtigas 90 0
531 Murtigas 57 0
532 Murtigas 95 0
533 Murtigas 52 1
534 Murtigas 14 0
535 Murtigas 44 0
536 Murtigas 78 0
537 Murtigas 63 1
538 Murtigas 36 0
539 Murtigas 59 0
540 Murtigas 44 0
541 Murtigas 64 0
542 Murtigas 30 0
543 Murtigas 68 0
544 Murtigas 48 0
545 Murtigas 25 1
546 Murtigas 96 1
547 Murtigas 25 0
548 Murtigas 12 0
549 Murtigas 85 0
550 Murtigas 44 0
551 Murtigas 72 0
552 Murtigas 53 0
553 Murtigas 38 0
554 Murtigas 39 0
555 Murtigas 57 1
556 Murtigas 18 0
557 Murtigas 36 0
558 Murtigas 82 1
559 Murtigas 69 1
560 Murtigas 56 1
561 Murtigas 25 0
562 Murtigas 16 0
563 Murtigas 77 0
564 Murtigas 96 0
565 Murtigas 93 1
566 Murtigas 32 1
567 Murtigas 46 0
568 Murtigas 49 0
569 Murtigas 92 0
570 Murtigas 48 0
571 Murtigas 5 0
572 Murtigas 21 0
573 Murtigas 1 0
574 Murtigas 83 0
575 Murtigas 79 0
576 Murtigas 27 0
577 Murtigas 91 0
578 Murtigas 75 0
579 Murtigas 57 0
580 Murtigas 78 1
581 Murtigas 97 0
582 Murtigas 77 0
583 Murtigas 52 1
584 Murtigas 16 0
585 Murtigas 91 1
586 Murtigas 60 0
587 Murtigas 6 0
588 Murtigas 14 0
589 Murtigas 28 1
590 Murtigas 25 0
591 Murtigas 71 0
592 Murtigas 46 1
593 Murtigas 96 0
594 Murtigas 20 0
595 Murtigas 12 0
596 Murtigas 54 0
597 Murtigas 62 0
598 Murtigas 9 0
599 Murtigas 75 0
600 Murtigas 56 0
601 Murtigas 55 0
602 Murtigas 11 0
603 Murtigas 15 0
604 Murtigas 35 0
605 Murtigas 90 0
606 Murtigas 46 1
607 Murtigas 39 1
608 Murtigas 70 1
609 Murtigas 36 0
610 Murtigas 41 1
611 Murtigas 9 0
612 Murtigas 46 0
613 Murtigas 19 0
614 Murtigas 74 0
615 Murtigas 45 0
616 Murtigas 63 0
617 Murtigas 21 0
618 Murtigas 73 0
619 Murtigas 12 0
620 Murtigas 9 0
621 Murtigas 53 0
622 Murtigas 63 0
623 Murtigas 83 1
624 Murtigas 99 1
625 Oraque 49 0
626 Oraque 36 0
627 Oraque 69 0
628 Oraque 29 0
629 Oraque 91 0
630 Oraque 12 0
631 Oraque 11 0
632 Oraque 24 0
633 Oraque 82 0
634 Oraque 96 0
635 Oraque 5 0
636 Oraque 44 0
637 Oraque 80 0
638 Oraque 58 0
639 Oraque 16 0
640 Oraque 83 0
641 Oraque 61 1
642 Oraque 81 1
643 Oraque 65 0
644 Oraque 40 0
645 Oraque 96 0
646 Oraque 60 0
647 Oraque 22 0
648 Oraque 69 0
649 Oraque 92 0
650 Oraque 45 0
651 Oraque 93 0
652 Oraque 51 0
653 Oraque 85 0
654 Oraque 75 0
655 Oraque 53 0
656 Oraque 12 0
657 Oraque 20 1
658 Oraque 18 0
659 Oraque 24 0
660 Oraque 91 0
661 Oraque 18 0
662 Oraque 92 0
663 Oraque 45 0
664 Oraque 81 0
665 Oraque 77 0
666 Oraque 71 0
667 Oraque 46 1
668 Oraque 4 0
669 Oraque 33 0
670 Oraque 50 0
671 Oraque 43 0
672 Oraque 87 0
673 Oraque 77 0
674 Oraque 92 0
675 Oraque 83 1
676 Oraque 10 0
677 Oraque 3 0
678 Oraque 10 0
679 Oraque 7 0
680 Oraque 6 0
681 Oraque 50 0
682 Oraque 77 0
683 Oraque 20 0
684 Oraque 34 0
685 Oraque 26 0
686 Oraque 2 0
687 Oraque 18 0
688 Oraque 25 1
689 Oraque 8 0
690 Oraque 80 0
691 Oraque 95 0
692 Oraque 34 0
693 Oraque 87 0
694 Oraque 19 0
695 Oraque 71 0
696 Oraque 9 0
697 Oraque 48 0
698 Oraque 51 0
699 Oraque 45 0
700 Oraque 89 1
701 Oraque 45 0
702 Oraque 77 0
703 Oraque 73 0
704 Oraque 54 0
705 Oraque 72 0
706 Oraque 46 0
707 Oraque 34 0
708 Oraque 14 0
709 Oraque 73 1
710 Oraque 78 1
711 Oraque 91 0
712 Oraque 82 0
713 Oraque 53 0
714 Oraque 23 0
715 Oraque 45 0
716 Oraque 48 0
717 Oraque 29 0
718 Oraque 2 0
719 Oraque 70 0
720 Oraque 27 0
721 Oraque 20 0
722 Oraque 92 0
723 Oraque 27 0
724 Oraque 55 0
725 Oraque 1 0
726 Oraque 55 0
727 Oraque 29 0
728 Oraque 66 0
729 Oraque 14 0
730 Oraque 88 0
731 Oraque 80 0
732 Oraque 71 0
733 Oraque 50 0
734 Oraque 20 0
735 Oraque 44 0
736 Oraque 20 1
737 Oraque 77 0
738 Oraque 19 0
739 Oraque 54 0
740 Oraque 38 0
741 Oraque 6 0
742 Oraque 61 0
743 Oraque 26 0
744 Oraque 54 0
745 Oraque 67 0
746 Oraque 25 0
747 Oraque 5 0
748 Oraque 51 0
749 Oraque 3 0
750 Oraque 73 0
751 Oraque 56 1
752 Oraque 91 0
753 Oraque 70 0
754 Oraque 42 0
755 Oraque 67 0
756 Oraque 18 0
757 Oraque 8 0
758 Oraque 4 0
759 Oraque 59 0
760 Oraque 78 0
761 Oraque 44 0
762 Oraque 57 0
763 Oraque 68 0
764 Oraque 96 1
765 Oraque 17 0
766 Oraque 82 0
767 Oraque 19 0
768 Oraque 50 1
769 Oraque 15 0
770 Oraque 74 0
771 Oraque 31 0
772 Oraque 59 0
773 Oraque 60 1
774 Oraque 89 0
775 Oraque 34 0
776 Oraque 99 0
777 Oraque 5 0
778 Oraque 76 0
779 Oraque 2 0
780 Oraque 87 0
781 Oraque 56 0
782 Oraque 36 0
783 Oraque 71 0
784 Oraque 31 0
785 Oraque 65 0
786 Oraque 38 0
787 Oraque 36 1
788 Oraque 80 0
789 Oraque 3 0
790 Oraque 79 0
791 Oraque 12 0
792 Oraque 96 1
793 Oraque 83 0
794 Oraque 92 0
795 Oraque 13 0
796 Oraque 67 0
797 Oraque 49 0
798 Oraque 10 0
799 Oraque 46 0
800 Oraque 36 0
801 Oraque 7 0
802 Oraque 48 0
803 Oraque 22 0
804 Oraque 39 0
805 Oraque 8 0
806 Oraque 95 0
807 Oraque 83 0
808 Oraque 92 0
809 Oraque 17 0
810 Oraque 86 0
811 Oraque 20 0
812 Oraque 46 0
813 Oraque 55 0
814 Oraque 70 1
815 Oraque 98 0
816 Oraque 75 1
817 Oraque 92 1
818 Oraque 64 0
819 Oraque 3 0
820 Oraque 45 0
821 Oraque 88 0
822 Oraque 27 0
823 Oraque 69 0
824 Oraque 50 0
825 Oraque 70 0
826 Oraque 74 0
827 Oraque 10 0
828 Oraque 55 0
829 Oraque 94 0
830 Oraque 40 0
831 Oraque 52 0
832 Oraque 22 0
833 Oraque 14 0
834 Oraque 81 0
835 Oraque 3 0
836 Oraque 25 0
837 Oraque 56 0
838 Oraque 74 0
839 Oraque 29 0
840 Oraque 80 1
841 Oraque 23 0
842 Oraque 75 0
843 Oraque 68 0
844 Oraque 18 0
845 Oraque 10 0
846 Oraque 91 0
847 Oraque 96 0
848 Oraque 35 0
849 Oraque 4 0
850 Oraque 89 0
851 Oraque 4 0
852 Oraque 68 0
853 Oraque 44 0
854 Oraque 24 0
855 Oraque 17 0
856 Oraque 13 0
857 Oraque 41 0
858 Oraque 53 0
859 Oraque 36 0
860 Oraque 34 0
861 Oraque 30 0
862 Oraque 39 0
863 Oraque 99 0
864 Oraque 72 0
865 Oraque 52 1
866 Oraque 28 0
867 Oraque 84 1
868 Oraque 7 0
869 Oraque 57 0
870 Oraque 40 0
871 Oraque 45 0
872 Oraque 78 0
873 Oraque 46 0
874 Oraque 58 0
875 Oraque 3 0
876 Oraque 94 0
877 Oraque 66 0
878 Oraque 93 0
879 Oraque 66 0
880 Oraque 80 0
881 Oraque 92 0
882 Oraque 77 1
883 Oraque 92 0
884 Oraque 80 0
885 Oraque 56 0
886 Oraque 28 0
887 Oraque 91 0
888 Oraque 32 0
889 Oraque 6 0
890 Oraque 64 0
891 Oraque 15 1
892 Oraque 42 0
893 Oraque 2 0
894 Oraque 92 1
895 Oraque 77 0
896 Oraque 72 0
897 Oraque 26 0
898 Oraque 59 0
899 Oraque 50 1
900 Oraque 32 0
