indiv rio peso enfermo
212 Murtigas 37 0
213 Murtigas 11 0
214 Murtigas 46 0
215 Murtigas 45 0
216 Murtigas 55 0
217 Murtigas 21 0
218 Murtigas 86 0
219 Murtigas 64 0
220 Murtigas 30 0
221 Murtigas 89 1
222 Murtigas 62 0
223 Murtigas 89 0
224 Murtigas 96 0
225 Murtigas 46 0
226 Murtigas 17 0
227 Murtigas 29 0
228 Murtigas 51 0
229 Murtigas 8 0
230 Murtigas 46 0
231 Murtigas 5 0
232 Murtigas 3 0
233 Murtigas 46 0
234 Murtigas 4 0
235 Murtigas 44 0
236 Murtigas 15 0
237 Murtigas 41 0
238 Murtigas 50 0
239 Murtigas 71 1
240 Murtigas 54 1
241 Murtigas 92 0
242 Murtigas 18 0
243 Murtigas 20 0
244 Murtigas 41 0
245 Murtigas 7 0
246 Murtigas 56 1
247 Murtigas 81 0
248 Murtigas 44 0
249 Murtigas 15 0
250 Murtigas 66 1
251 Murtigas 9 0
252 Murtigas 33 0
253 Murtigas 85 0
254 Murtigas 38 0
255 Murtigas 15 0
256 Murtigas 53 0
257 Murtigas 43 0
258 Murtigas 20 0
259 Murtigas 34 0
260 Murtigas 33 0
261 Murtigas 95 0
262 Murtigas 96 0
263 Murtigas 7 0
264 Murtigas 63 0
265 Murtigas 66 0
266 Murtigas 92 0
267 Murtigas 84 0
268 Murtigas 82 0
269 Murtigas 4 0
270 Murtigas 8 0
271 Murtigas 23 0
272 Murtigas 81 0
273 Murtigas 86 0
274 Murtigas 31 0
275 Murtigas 90 0
276 Murtigas 60 0
277 Murtigas 49 0
278 Murtigas 21 0
279 Murtigas 7 0
280 Murtigas 86 0
281 Murtigas 5 0
282 Murtigas 47 0
283 Murtigas 93 0
284 Murtigas 56 0
285 Murtigas 84 0
286 Murtigas 84 0
287 Murtigas 10 0
288 Murtigas 41 0
289 Murtigas 80 1
290 Murtigas 4 0
291 Murtigas 6 0
292 Murtigas 61 0
293 Murtigas 2 0
294 Murtigas 46 0
295 Murtigas 31 0
296 Murtigas 53 0
297 Murtigas 11 0
298 Murtigas 70 0
299 Murtigas 89 0
300 Murtigas 17 0
301 Murtigas 95 0
302 Murtigas 95 1
303 Murtigas 48 0
304 Murtigas 94 0
305 Murtigas 66 0
306 Murtigas 72 0
307 Murtigas 77 0
308 Murtigas 53 0
309 Murtigas 64 0
310 Murtigas 58 0
311 Murtigas 51 0
312 Murtigas 76 1
313 Murtigas 6 0
314 Murtigas 19 0
315 Murtigas 4 1
316 Murtigas 8 0
317 Murtigas 23 0
318 Murtigas 12 0
319 Murtigas 99 0
320 Murtigas 38 0
321 Murtigas 57 0
322 Murtigas 56 0
323 Murtigas 52 0
324 Murtigas 53 0
325 Murtigas 62 1
326 Murtigas 37 0
327 Oraque 44 0
328 Oraque 65 0
329 Oraque 90 0
330 Oraque 96 0
331 Oraque 52 0
332 Oraque 36 0
333 Oraque 20 0
334 Oraque 1 1
335 Oraque 41 0
336 Oraque 27 0
337 Oraque 90 0
338 Oraque 55 0
339 Oraque 32 0
340 Oraque 47 0
341 Oraque 5 0
342 Oraque 36 0
343 Oraque 57 0
344 Oraque 42 0
345 Oraque 19 0
346 Oraque 55 0
347 Oraque 30 0
348 Oraque 16 0
349 Oraque 2 0
350 Oraque 51 0
351 Oraque 84 0
352 Oraque 43 0
353 Oraque 57 0
354 Oraque 83 0
355 Oraque 66 0
356 Oraque 55 0
357 Oraque 36 0
358 Oraque 76 0
359 Oraque 98 0
360 Oraque 3 0
361 Oraque 63 0
362 Oraque 62 0
363 Oraque 57 0
364 Oraque 61 0
365 Oraque 59 1
366 Oraque 57 0
367 Oraque 48 0
368 Oraque 76 0
369 Oraque 69 0
370 Oraque 79 1
371 Oraque 81 0
372 Oraque 36 0
373 Oraque 30 0
374 Oraque 15 0
375 Oraque 39 0
376 Oraque 5 0
377 Oraque 44 0
378 Oraque 86 0
379 Oraque 82 1
380 Oraque 89 0
381 Oraque 58 0
382 Oraque 69 0
383 Oraque 95 0
384 Oraque 58 1
385 Oraque 36 0
386 Oraque 3 0
387 Oraque 18 0
388 Oraque 94 0
389 Oraque 97 1
390 Oraque 70 1
391 Oraque 84 1
392 Oraque 63 0
393 Oraque 82 1
394 Oraque 35 0
395 Oraque 92 0
396 Oraque 27 0
397 Oraque 60 0
398 Oraque 51 0
399 Oraque 26 0
400 Oraque 1 0
401 Oraque 40 0
402 Oraque 70 1
403 Oraque 7 0
404 Oraque 40 0
405 Oraque 33 0
406 Oraque 33 0
407 Oraque 63 0
408 Oraque 29 0
409 Oraque 80 0
410 Oraque 25 1
411 Oraque 99 0
412 Oraque 61 0
413 Oraque 39 0
414 Oraque 46 0
415 Oraque 12 0
416 Oraque 93 0
417 Oraque 83 0
418 Oraque 53 0
419 Oraque 65 0
420 Oraque 83 1
421 Oraque 62 0
422 Oraque 2 0
423 Oraque 73 0
424 Oraque 43 0
425 Oraque 67 0
426 Oraque 58 0
427 Oraque 48 1
428 Oraque 30 0
429 Oraque 7 0
430 Oraque 92 1
431 Oraque 99 0
432 Oraque 41 0
433 Oraque 81 0
434 Oraque 82 0
435 Oraque 20 0
436 Oraque 81 0
437 Oraque 96 1
438 Oraque 68 1
439 Oraque 26 0
440 Oraque 54 0
441 Oraque 28 1
442 Oraque 19 0
443 Oraque 3 0
444 Oraque 35 1
445 Oraque 9 0
446 Oraque 57 1
447 Oraque 54 0
448 Oraque 84 0
449 Oraque 34 0
450 Oraque 59 0
451 Oraque 57 0
452 Oraque 88 0
453 Oraque 19 0
454 Oraque 56 0
455 Oraque 40 0
456 Oraque 67 0
457 Oraque 76 0
458 Oraque 82 0
459 Oraque 45 0
460 Oraque 81 0
461 Oraque 19 0
462 Oraque 57 0
463 Oraque 91 0
464 Oraque 91 0
465 Oraque 1 1
466 Oraque 49 0
467 Oraque 45 0
468 Oraque 58 0
469 Oraque 7 0
470 Oraque 19 0
471 Oraque 16 0
472 Oraque 18 0
473 Oraque 34 1
474 Oraque 36 0
475 Oraque 19 0
476 Oraque 51 0
477 Oraque 29 0
478 Oraque 42 0
479 Oraque 23 0
480 Oraque 77 0
481 Oraque 27 0
482 Oraque 76 0
483 Oraque 57 0
484 Oraque 2 0
485 Oraque 86 0
486 Oraque 73 0
487 Oraque 15 0
488 Oraque 2 0
489 Oraque 28 0
490 Oraque 13 0
491 Oraque 22 0
492 Oraque 80 0
493 Oraque 15 0
494 Oraque 13 0
495 Oraque 48 0
496 Oraque 5 0
497 Oraque 94 0
498 Oraque 44 0
499 Oraque 93 0
500 Oraque 26 0
501 Oraque 18 0
502 Oraque 90 0
503 Oraque 5 0
504 Oraque 44 0
505 Oraque 20 0
506 Oraque 45 1
507 Oraque 48 0
508 Oraque 7 0
509 Oraque 27 0
510 Oraque 75 0
511 Oraque 38 0
512 Oraque 18 0
513 Oraque 8 0
514 Oraque 23 0
515 Oraque 37 0
516 Oraque 57 0
517 Oraque 76 0
518 Oraque 93 0
519 Oraque 5 0
520 Oraque 73 0
521 Oraque 99 1
522 Oraque 56 1
523 Oraque 39 1
524 Oraque 8 0
525 Oraque 57 1
526 Oraque 95 0
527 Oraque 27 0
528 Oraque 92 0
529 Oraque 86 0
530 Oraque 28 0
531 Oraque 19 0
532 Oraque 15 0
533 Oraque 65 1
534 Oraque 96 0
535 Oraque 16 0
536 Oraque 34 0
537 Oraque 12 0
538 Oraque 8 0
539 Oraque 28 0
540 Oraque 33 0
541 Oraque 47 0
542 Oraque 38 0
543 Oraque 17 0
544 Oraque 47 0
545 Oraque 70 1
546 Oraque 34 0
547 Oraque 33 1
548 Oraque 69 0
549 Oraque 70 1
550 Oraque 63 0
551 Oraque 64 0
552 Oraque 87 0
553 Oraque 53 1
554 Oraque 90 0
555 Oraque 73 0
556 Oraque 23 0
557 Oraque 13 1
558 Oraque 82 1
559 Oraque 53 0
560 Oraque 11 0
561 Oraque 22 0
562 Oraque 58 0
563 Oraque 22 0
564 Oraque 86 0
565 Oraque 62 0
566 Oraque 73 0
567 Oraque 72 0
568 Oraque 62 1
569 Oraque 72 0
570 Oraque 14 0
571 Oraque 76 0
572 Oraque 22 0
573 Oraque 88 1
574 Oraque 98 0
575 Oraque 17 0
576 Oraque 78 0
577 Oraque 72 0
578 Oraque 77 0
579 Oraque 17 0
580 Oraque 36 0
581 Oraque 21 0
582 Oraque 90 0
583 Oraque 23 0
584 Oraque 57 0
585 Oraque 57 0
586 Oraque 80 1
587 Oraque 90 0
588 Oraque 19 0
589 Oraque 32 0
590 Oraque 36 0
591 Oraque 3 0
592 Oraque 33 0
593 Oraque 5 0
594 Oraque 56 0
595 Oraque 91 0
596 Oraque 89 0
597 Oraque 86 0
598 Oraque 36 0
599 Oraque 27 0
600 Oraque 56 0
601 Oraque 1 0
602 Oraque 20 0
603 Oraque 93 0
604 Oraque 54 0
605 Oraque 4 0
606 Oraque 15 0
607 Oraque 64 0
608 Oraque 7 0
609 Oraque 76 1
610 Oraque 55 0
611 Oraque 45 0
612 Oraque 84 0
613 Oraque 47 0
614 Oraque 18 0
615 Oraque 9 0
616 Oraque 50 0
617 Oraque 22 0
618 Oraque 59 0
619 Oraque 8 0
620 Oraque 60 0
621 Oraque 59 0
622 Oraque 58 0
623 Oraque 93 1
624 Oraque 90 0
625 Oraque 58 0
626 Oraque 32 0
627 Oraque 1 0
628 Oraque 71 0
629 Oraque 15 0
630 Oraque 53 1
631 Oraque 78 1
632 Oraque 70 0
633 Oraque 79 0
634 Oraque 58 0
635 Oraque 77 1
636 Oraque 67 0
637 Oraque 10 0
638 Oraque 56 0
639 Oraque 58 0
640 Oraque 10 0
641 Oraque 37 0
642 Oraque 40 0
643 Oraque 14 0
644 Oraque 17 0
645 Oraque 64 0
646 Oraque 30 0
647 Oraque 73 0
648 Oraque 45 1
649 Oraque 33 0
650 Oraque 45 0
651 Oraque 84 1
652 Oraque 99 0
653 Oraque 19 0
654 Oraque 18 1
655 Oraque 58 1
656 Oraque 67 0
657 Oraque 10 0
658 Oraque 4 1
659 Oraque 48 0
660 Oraque 19 0
661 Oraque 99 1
662 Oraque 95 0
663 Oraque 49 0
664 Oraque 23 0
665 Oraque 4 0
666 Oraque 70 0
667 Oraque 64 0
668 Oraque 8 0
669 Oraque 48 0
670 Oraque 68 1
671 Oraque 24 0
672 Oraque 26 0
673 Oraque 47 0
674 Oraque 50 0
675 Oraque 39 0
676 Oraque 91 0
677 Oraque 6 0
678 Oraque 90 0
679 Oraque 52 0
680 Oraque 68 0
681 Oraque 69 0
682 Oraque 45 0
683 Oraque 52 0
684 Oraque 96 0
685 Oraque 1 0
686 Oraque 62 0
687 Oraque 59 0
688 Oraque 85 1
689 Oraque 86 1
690 Oraque 87 0
691 Oraque 19 0
692 Oraque 31 0
693 Oraque 38 0
694 Oraque 75 0
695 Oraque 40 0
696 Oraque 7 0
697 Oraque 82 0
698 Oraque 63 0
699 Oraque 10 0
700 Oraque 53 0
701 Oraque 15 0
702 Oraque 2 0
703 Oraque 5 0
704 Oraque 4 0
705 Oraque 67 0
706 Oraque 60 0
707 Oraque 61 0
708 Oraque 26 0
709 Oraque 37 0
710 Oraque 75 0
711 Oraque 83 0
712 Oraque 98 0
713 Oraque 59 0
714 Oraque 73 1
715 Oraque 71 0
716 Oraque 54 0
717 Oraque 5 0
718 Oraque 15 0
719 Oraque 58 0
720 Oraque 31 0
721 Oraque 38 0
722 Oraque 75 1
723 Oraque 72 0
724 Oraque 9 0
725 Oraque 41 0
726 Oraque 73 0
727 Oraque 76 0
728 Oraque 96 1
729 Oraque 39 0
730 Oraque 64 0
731 Oraque 9 0
732 Oraque 95 0
733 Oraque 70 0
734 Oraque 49 0
735 Oraque 19 0
736 Oraque 38 0
737 Oraque 46 1
738 Oraque 9 0
739 Oraque 52 0
740 Oraque 87 0
741 Oraque 33 0
742 Oraque 52 0
743 Oraque 26 0
744 Oraque 55 0
745 Oraque 3 1
746 Oraque 17 0
747 Oraque 13 0
748 Oraque 61 0
749 Oraque 20 0
750 Oraque 23 1
751 Oraque 18 0
752 Oraque 88 0
753 Oraque 39 0
754 Oraque 92 1
755 Oraque 16 0
756 Oraque 16 0
757 Oraque 14 0
758 Oraque 21 0
759 Oraque 63 0
760 Oraque 73 0
761 Oraque 2 0
762 Oraque 83 1
763 Oraque 30 0
764 Oraque 91 0
765 Oraque 20 1
766 Oraque 89 0
767 Oraque 35 0
768 Oraque 28 0
769 Oraque 61 0
770 Oraque 32 0
771 Oraque 10 1
772 Oraque 51 1
773 Oraque 65 0
774 Oraque 32 0
775 Oraque 8 0
776 Oraque 99 0
777 Oraque 98 1
778 Oraque 55 0
779 Oraque 22 0
780 Oraque 42 0
781 Oraque 65 0
782 Oraque 9 0
783 Oraque 58 1
784 Oraque 13 0
785 Oraque 55 0
786 Oraque 58 1
787 Oraque 11 0
788 Oraque 95 0
789 Oraque 23 0
790 Oraque 78 0
791 Oraque 82 0
792 Oraque 35 0
793 Oraque 30 0
794 Oraque 61 1
795 Oraque 53 0
796 Oraque 42 0
797 Oraque 50 0
798 Oraque 34 0
799 Oraque 58 1
800 Oraque 2 0
801 Oraque 19 0
802 Oraque 7 0
803 Oraque 98 1
804 Oraque 67 0
805 Oraque 89 0
806 Oraque 58 0
807 Oraque 35 0
808 Oraque 69 0
809 Oraque 50 0
810 Oraque 94 1
811 Oraque 25 0
812 Oraque 78 0
813 Oraque 15 0
814 Oraque 73 0
815 Oraque 43 1
816 Oraque 83 1
817 Oraque 72 0
818 Oraque 29 0
819 Oraque 28 0
820 Oraque 26 0
821 Oraque 6 0
822 Oraque 43 0
823 Oraque 45 0
824 Oraque 53 0
825 Oraque 59 0
826 Oraque 94 1
827 Oraque 70 1
828 Oraque 30 0
829 Oraque 95 0
830 Oraque 7 0
831 Oraque 7 0
832 Oraque 24 0
833 Oraque 75 1
834 Oraque 98 0
835 Oraque 53 0
836 Oraque 21 0
837 Oraque 4 0
838 Oraque 88 0
839 Oraque 7 0
840 Oraque 4 0
841 Oraque 92 0
842 Oraque 77 0
843 Oraque 91 0
844 Oraque 22 0
845 Oraque 99 1
846 Oraque 79 1
847 Oraque 43 0
848 Oraque 74 0
849 Oraque 67 0
850 Oraque 48 0
851 Oraque 39 0
852 Oraque 61 0
853 Oraque 41 0
854 Oraque 22 0
855 Oraque 66 0
856 Oraque 56 1
857 Oraque 17 0
858 Oraque 98 0
859 Oraque 31 0
860 Oraque 9 0
861 Oraque 73 1
862 Oraque 83 0
863 Oraque 74 1
864 Oraque 53 1
865 Oraque 85 0
866 Oraque 36 1
867 Oraque 19 0
868 Oraque 31 0
869 Oraque 23 0
870 Oraque 20 0
871 Oraque 61 0
872 Oraque 12 0
873 Oraque 11 0
874 Oraque 26 0
875 Oraque 20 0
876 Oraque 63 0
877 Oraque 45 0
878 Oraque 20 0
879 Oraque 27 0
880 Oraque 71 0
881 Oraque 78 0
882 Oraque 26 1
883 Oraque 80 1
884 Oraque 80 1
885 Oraque 67 1
886 Oraque 70 0
887 Oraque 55 0
888 Oraque 11 0
889 Oraque 87 0
890 Oraque 12 0
891 Oraque 32 0
892 Oraque 34 0
893 Oraque 19 0
894 Oraque 77 0
895 Oraque 22 0
896 Oraque 4 0
897 Oraque 19 0
898 Oraque 60 0
899 Oraque 98 0
900 Oraque 24 0
