indiv rio peso enfermo
89 Corumbel 29 1
90 Corumbel 36 0
91 Corumbel 96 0
92 Corumbel 17 0
93 Corumbel 54 0
94 Corumbel 84 0
95 Corumbel 50 0
96 Corumbel 57 0
97 Corumbel 56 0
98 Corumbel 15 0
99 Corumbel 58 1
100 Corumbel 12 0
101 Corumbel 5 0
102 Corumbel 64 0
103 Corumbel 88 0
104 Corumbel 7 0
105 Corumbel 89 0
106 Corumbel 4 0
107 Corumbel 24 0
108 Corumbel 20 0
109 Corumbel 35 0
110 Corumbel 19 0
111 Corumbel 81 0
112 Corumbel 24 0
113 Corumbel 23 0
114 Corumbel 81 1
115 Corumbel 2 0
116 Corumbel 36 0
117 Corumbel 59 1
118 Corumbel 55 0
119 Corumbel 80 0
120 Corumbel 88 0
121 Corumbel 31 0
122 Corumbel 38 0
123 Corumbel 99 1
124 Corumbel 42 0
125 Corumbel 77 0
126 Corumbel 18 0
127 Corumbel 32 0
128 Corumbel 13 0
129 Corumbel 14 0
130 Corumbel 95 0
131 Corumbel 46 0
132 Corumbel 61 0
133 Corumbel 32 0
134 Corumbel 59 0
135 Corumbel 22 0
136 Corumbel 54 0
137 Corumbel 20 0
138 Corumbel 79 0
139 Corumbel 96 0
140 Corumbel 12 0
141 Corumbel 55 0
142 Corumbel 14 0
143 Corumbel 59 0
144 Corumbel 74 0
145 Corumbel 9 0
146 Corumbel 6 0
147 Corumbel 45 0
148 Corumbel 69 0
149 Corumbel 5 0
150 Corumbel 89 0
151 Corumbel 68 0
152 Corumbel 88 0
153 Corumbel 6 0
154 Corumbel 48 0
155 Corumbel 65 1
156 Corumbel 45 0
157 Corumbel 24 0
158 Murtigas 79 0
159 Murtigas 69 0
160 Murtigas 38 0
161 Murtigas 57 1
162 Murtigas 44 0
163 Murtigas 17 0
164 Murtigas 1 0
165 Murtigas 45 0
166 Murtigas 98 0
167 Murtigas 30 0
168 Murtigas 24 0
169 Murtigas 2 0
170 Murtigas 53 0
171 Murtigas 31 0
172 Murtigas 68 0
173 Murtigas 6 0
174 Murtigas 14 0
175 Murtigas 89 0
176 Murtigas 23 0
177 Murtigas 83 0
178 Murtigas 53 0
179 Murtigas 48 0
180 Murtigas 37 0
181 Murtigas 68 0
182 Murtigas 12 0
183 Murtigas 74 0
184 Murtigas 38 0
185 Murtigas 77 0
186 Murtigas 58 0
187 Murtigas 19 0
188 Murtigas 21 0
189 Murtigas 52 0
190 Murtigas 76 0
191 Murtigas 11 0
192 Murtigas 53 0
193 Murtigas 10 0
194 Murtigas 99 0
195 Murtigas 58 0
196 Murtigas 1 0
197 Murtigas 16 0
198 Murtigas 43 0
199 Murtigas 63 0
200 Murtigas 18 0
201 Murtigas 78 0
202 Murtigas 52 0
203 Murtigas 49 0
204 Murtigas 8 0
205 Murtigas 19 0
206 Murtigas 20 0
207 Murtigas 64 0
208 Murtigas 19 0
209 Murtigas 3 0
210 Murtigas 77 0
211 Murtigas 82 0
212 Murtigas 30 0
213 Murtigas 86 0
214 Murtigas 27 0
215 Murtigas 83 0
216 Murtigas 72 0
217 Murtigas 8 0
218 Murtigas 95 0
219 Murtigas 78 0
220 Murtigas 48 0
221 Murtigas 21 0
222 Murtigas 22 0
223 Murtigas 35 0
224 Murtigas 91 0
225 Murtigas 4 0
226 Murtigas 96 0
227 Murtigas 49 0
228 Murtigas 59 0
229 Murtigas 93 0
230 Murtigas 98 0
231 Murtigas 67 0
232 Murtigas 60 1
233 Murtigas 49 0
234 Murtigas 48 0
235 Murtigas 4 0
236 Murtigas 69 0
237 Murtigas 26 0
238 Murtigas 48 0
239 Murtigas 54 0
240 Murtigas 84 0
241 Murtigas 92 0
242 Murtigas 9 0
243 Murtigas 47 0
244 Murtigas 16 0
245 Murtigas 41 0
246 Murtigas 27 0
247 Murtigas 45 0
248 Murtigas 97 0
249 Murtigas 88 0
250 Murtigas 70 0
251 Murtigas 95 0
252 Murtigas 94 0
253 Murtigas 67 0
254 Murtigas 87 0
255 Murtigas 68 0
256 Murtigas 17 0
257 Murtigas 53 0
258 Murtigas 9 0
259 Murtigas 85 0
260 Murtigas 68 0
261 Murtigas 25 0
262 Murtigas 38 0
263 Murtigas 41 0
264 Murtigas 91 0
265 Murtigas 66 0
266 Murtigas 30 0
267 Murtigas 52 0
268 Murtigas 35 0
269 Murtigas 91 0
270 Murtigas 97 0
271 Murtigas 47 0
272 Murtigas 44 0
273 Murtigas 7 0
274 Murtigas 65 0
275 Murtigas 36 0
276 Murtigas 65 0
277 Murtigas 47 0
278 Murtigas 7 0
279 Murtigas 34 0
280 Murtigas 46 0
281 Murtigas 14 0
282 Murtigas 94 0
283 Murtigas 50 1
284 Murtigas 71 0
285 Murtigas 72 0
286 Murtigas 95 0
287 Murtigas 56 0
288 Murtigas 11 0
289 Murtigas 41 0
290 Murtigas 42 0
291 Murtigas 50 0
292 Murtigas 56 0
293 Murtigas 6 0
294 Murtigas 69 0
295 Murtigas 63 0
296 Murtigas 98 0
297 Murtigas 94 0
298 Murtigas 48 0
299 Murtigas 32 0
300 Murtigas 33 0
301 Murtigas 22 0
302 Murtigas 21 0
303 Murtigas 7 0
304 Murtigas 79 0
305 Murtigas 61 0
306 Murtigas 88 0
307 Murtigas 20 0
308 Murtigas 10 0
309 Murtigas 39 0
310 Murtigas 82 0
311 Murtigas 31 0
312 Murtigas 95 0
313 Murtigas 79 0
314 Murtigas 94 0
315 Murtigas 25 0
316 Murtigas 66 0
317 Murtigas 81 0
318 Murtigas 54 0
319 Murtigas 64 0
320 Murtigas 67 0
321 Murtigas 13 0
322 Murtigas 18 0
323 Murtigas 7 0
324 Murtigas 13 0
325 Murtigas 63 0
326 Murtigas 3 0
327 Murtigas 25 0
328 Murtigas 39 0
329 Murtigas 43 0
330 Murtigas 98 0
331 Murtigas 28 0
332 Murtigas 37 0
333 Murtigas 92 0
334 Murtigas 90 0
335 Murtigas 69 0
336 Murtigas 14 0
337 Murtigas 32 0
338 Murtigas 63 0
339 Murtigas 88 0
340 Murtigas 19 0
341 Murtigas 60 0
342 Murtigas 86 0
343 Murtigas 93 0
344 Murtigas 42 1
345 Murtigas 93 0
346 Murtigas 70 0
347 Murtigas 39 0
348 Murtigas 95 0
349 Murtigas 20 0
350 Murtigas 64 0
351 Murtigas 5 0
352 Murtigas 36 0
353 Murtigas 66 0
354 Murtigas 39 0
355 Murtigas 16 0
356 Murtigas 26 0
357 Murtigas 35 0
358 Murtigas 49 0
359 Murtigas 20 0
360 Murtigas 26 0
361 Murtigas 29 0
362 Murtigas 6 0
363 Murtigas 56 0
364 Murtigas 53 0
365 Murtigas 22 0
366 Murtigas 20 0
367 Murtigas 46 0
368 Murtigas 13 0
369 Murtigas 19 0
370 Murtigas 26 0
371 Murtigas 9 0
372 Murtigas 67 0
373 Murtigas 8 0
374 Murtigas 27 0
375 Murtigas 49 0
376 Murtigas 86 0
377 Murtigas 59 0
378 Murtigas 47 0
379 Murtigas 54 0
380 Murtigas 32 1
381 Murtigas 74 0
382 Murtigas 4 0
383 Murtigas 88 0
384 Murtigas 89 0
385 Murtigas 52 0
386 Murtigas 16 0
387 Murtigas 31 0
388 Murtigas 22 0
389 Murtigas 29 0
390 Murtigas 3 0
391 Murtigas 47 0
392 Murtigas 27 0
393 Murtigas 5 0
394 Murtigas 42 0
395 Murtigas 10 0
396 Murtigas 6 0
397 Murtigas 37 0
398 Murtigas 63 0
399 Murtigas 2 0
400 Murtigas 74 0
401 Murtigas 33 0
402 Murtigas 41 1
403 Murtigas 32 0
404 Murtigas 25 0
405 Murtigas 75 0
406 Murtigas 17 0
407 Murtigas 7 0
408 Murtigas 13 0
409 Murtigas 25 0
410 Murtigas 75 0
411 Murtigas 20 0
412 Murtigas 51 0
413 Murtigas 82 0
414 Murtigas 89 0
415 Murtigas 33 0
416 Murtigas 10 0
417 Murtigas 11 0
418 Murtigas 84 0
419 Murtigas 32 0
420 Murtigas 37 0
421 Murtigas 36 0
422 Murtigas 90 0
423 Murtigas 85 0
424 Murtigas 77 1
425 Murtigas 22 0
426 Murtigas 86 0
427 Murtigas 47 0
428 Murtigas 86 0
429 Murtigas 77 0
430 Murtigas 49 0
431 Murtigas 74 0
432 Murtigas 51 0
433 Murtigas 46 0
434 Murtigas 24 0
435 Murtigas 42 0
436 Murtigas 92 0
437 Murtigas 14 0
438 Murtigas 13 0
439 Murtigas 78 0
440 Murtigas 33 0
441 Murtigas 32 0
442 Murtigas 83 0
443 Murtigas 91 0
444 Murtigas 64 1
445 Murtigas 11 0
446 Murtigas 46 0
447 Murtigas 21 0
448 Oraque 49 1
449 Oraque 13 0
450 Oraque 74 0
451 Oraque 16 0
452 Oraque 83 0
453 Oraque 60 0
454 Oraque 95 0
455 Oraque 32 0
456 Oraque 44 0
457 Oraque 21 1
458 Oraque 39 0
459 Oraque 35 0
460 Oraque 47 0
461 Oraque 19 0
462 Oraque 6 0
463 Oraque 97 1
464 Oraque 6 0
465 Oraque 74 0
466 Oraque 29 0
467 Oraque 50 1
468 Oraque 63 0
469 Oraque 31 1
470 Oraque 79 0
471 Oraque 69 1
472 Oraque 45 0
473 Oraque 37 0
474 Oraque 96 1
475 Oraque 54 0
476 Oraque 40 0
477 Oraque 10 1
478 Oraque 2 0
479 Oraque 12 0
480 Oraque 44 0
481 Oraque 90 0
482 Oraque 38 0
483 Oraque 58 0
484 Oraque 28 0
485 Oraque 38 0
486 Oraque 74 0
487 Oraque 68 0
488 Oraque 83 0
489 Oraque 13 0
490 Oraque 57 0
491 Oraque 10 0
492 Oraque 28 0
493 Oraque 62 0
494 Oraque 77 0
495 Oraque 29 0
496 Oraque 72 1
497 Oraque 3 0
498 Oraque 50 0
499 Oraque 63 0
500 Oraque 82 0
501 Oraque 36 0
502 Oraque 82 0
503 Oraque 26 0
504 Oraque 19 0
505 Oraque 76 0
506 Oraque 83 0
507 Oraque 89 0
508 Oraque 69 1
509 Oraque 60 0
510 Oraque 56 1
511 Oraque 62 0
512 Oraque 20 0
513 Oraque 78 0
514 Oraque 89 0
515 Oraque 21 0
516 Oraque 94 0
517 Oraque 61 0
518 Oraque 41 0
519 Oraque 1 0
520 Oraque 96 0
521 Oraque 32 0
522 Oraque 3 0
523 Oraque 84 0
524 Oraque 12 0
525 Oraque 58 0
526 Oraque 89 0
527 Oraque 18 0
528 Oraque 76 1
529 Oraque 81 0
530 Oraque 13 0
531 Oraque 42 0
532 Oraque 72 1
533 Oraque 10 0
534 Oraque 6 0
535 Oraque 46 0
536 Oraque 49 0
537 Oraque 91 1
538 Oraque 27 0
539 Oraque 88 0
540 Oraque 56 0
541 Oraque 17 0
542 Oraque 88 0
543 Oraque 35 0
544 Oraque 2 0
545 Oraque 4 0
546 Oraque 3 0
547 Oraque 84 0
548 Oraque 85 0
549 Oraque 67 0
550 Oraque 20 1
551 Oraque 32 0
552 Oraque 24 0
553 Oraque 75 1
554 Oraque 20 0
555 Oraque 46 1
556 Oraque 98 0
557 Oraque 81 0
558 Oraque 63 0
559 Oraque 65 0
560 Oraque 34 0
561 Oraque 18 0
562 Oraque 60 0
563 Oraque 33 0
564 Oraque 38 1
565 Oraque 21 0
566 Oraque 73 0
567 Oraque 23 0
568 Oraque 55 0
569 Oraque 30 0
570 Oraque 44 0
571 Oraque 37 0
572 Oraque 12 0
573 Oraque 33 0
574 Oraque 82 1
575 Oraque 74 1
576 Oraque 66 0
577 Oraque 4 0
578 Oraque 8 0
579 Oraque 35 0
580 Oraque 6 0
581 Oraque 16 1
582 Oraque 19 0
583 Oraque 19 1
584 Oraque 84 0
585 Oraque 90 0
586 Oraque 13 0
587 Oraque 18 0
588 Oraque 5 0
589 Oraque 59 0
590 Oraque 57 0
591 Oraque 92 0
592 Oraque 84 1
593 Oraque 48 0
594 Oraque 8 1
595 Oraque 69 0
596 Oraque 29 0
597 Oraque 35 1
598 Oraque 63 0
599 Oraque 91 0
600 Oraque 44 0
601 Oraque 86 1
602 Oraque 64 1
603 Oraque 96 0
604 Oraque 26 0
605 Oraque 2 0
606 Oraque 57 0
607 Oraque 43 1
608 Oraque 94 1
609 Oraque 55 0
610 Oraque 38 0
611 Oraque 18 0
612 Oraque 89 0
613 Oraque 83 0
614 Oraque 97 0
615 Oraque 76 0
616 Oraque 49 0
617 Oraque 8 0
618 Oraque 92 0
619 Oraque 25 0
620 Oraque 74 0
621 Oraque 2 0
622 Oraque 79 0
623 Oraque 37 0
624 Oraque 37 0
625 Oraque 16 0
626 Oraque 92 1
627 Oraque 66 0
628 Oraque 23 0
629 Oraque 90 1
630 Oraque 86 0
631 Oraque 41 0
632 Oraque 61 0
633 Oraque 65 0
634 Oraque 51 1
635 Oraque 11 1
636 Oraque 41 0
637 Oraque 72 1
638 Oraque 12 0
639 Oraque 58 0
640 Oraque 97 1
641 Oraque 68 0
642 Oraque 55 1
643 Oraque 81 1
644 Oraque 61 0
645 Oraque 37 0
646 Oraque 34 0
647 Oraque 3 1
648 Oraque 89 1
649 Oraque 89 1
650 Oraque 67 0
651 Oraque 44 0
652 Oraque 65 0
653 Oraque 9 0
654 Oraque 3 0
655 Oraque 30 0
656 Oraque 11 1
657 Oraque 26 0
658 Oraque 48 1
659 Oraque 11 0
660 Oraque 31 1
661 Oraque 24 0
662 Oraque 57 0
663 Oraque 76 0
664 Oraque 74 1
665 Oraque 69 0
666 Oraque 67 0
667 Oraque 2 1
668 Oraque 28 0
669 Oraque 59 0
670 Oraque 84 0
671 Oraque 74 0
672 Oraque 96 1
673 Oraque 19 0
674 Oraque 44 0
675 Oraque 99 0
676 Oraque 90 0
677 Oraque 96 0
678 Oraque 16 0
679 Oraque 50 0
680 Oraque 69 1
681 Oraque 40 0
682 Oraque 80 1
683 Oraque 90 0
684 Oraque 31 0
685 Oraque 49 0
686 Oraque 73 0
687 Oraque 6 0
688 Oraque 29 0
689 Oraque 37 0
690 Oraque 88 1
691 Oraque 43 1
692 Oraque 40 0
693 Oraque 39 0
694 Oraque 95 1
695 Oraque 52 0
696 Oraque 71 0
697 Oraque 64 0
698 Oraque 27 0
699 Oraque 93 1
700 Oraque 97 0
701 Oraque 10 0
702 Oraque 68 1
703 Oraque 34 0
704 Oraque 78 1
705 Oraque 22 1
706 Oraque 64 0
707 Oraque 47 0
708 Oraque 71 0
709 Oraque 94 0
710 Oraque 48 0
711 Oraque 66 1
712 Oraque 67 0
713 Oraque 15 0
714 Oraque 75 0
715 Oraque 67 0
716 Oraque 73 0
717 Oraque 60 0
718 Oraque 28 0
719 Oraque 5 0
720 Oraque 52 0
721 Oraque 85 1
722 Oraque 95 0
723 Oraque 32 0
724 Oraque 85 0
725 Oraque 60 0
726 Oraque 38 0
727 Oraque 92 1
728 Oraque 8 0
729 Oraque 87 1
730 Oraque 55 0
731 Oraque 18 0
732 Oraque 5 0
733 Oraque 64 1
734 Oraque 31 0
735 Oraque 51 0
736 Oraque 88 0
737 Oraque 91 0
738 Oraque 72 0
739 Oraque 14 1
740 Oraque 5 0
741 Oraque 89 0
742 Oraque 58 0
743 Oraque 34 0
744 Oraque 95 0
745 Oraque 69 1
746 Oraque 87 0
747 Oraque 83 1
748 Oraque 51 0
749 Oraque 77 1
750 Oraque 5 0
751 Oraque 86 1
752 Oraque 78 1
753 Oraque 11 0
754 Oraque 39 0
755 Oraque 2 0
756 Oraque 89 1
757 Oraque 31 0
758 Oraque 85 0
759 Oraque 72 0
760 Oraque 31 0
761 Oraque 67 1
762 Oraque 8 1
763 Oraque 92 0
764 Oraque 81 0
765 Oraque 72 1
766 Oraque 75 0
767 Oraque 91 0
768 Oraque 48 0
769 Oraque 64 0
770 Oraque 39 0
771 Oraque 4 0
772 Oraque 95 0
773 Oraque 36 0
774 Oraque 85 0
775 Oraque 15 1
776 Oraque 59 0
777 Oraque 88 0
778 Oraque 38 0
779 Oraque 77 1
780 Oraque 38 0
781 Oraque 66 0
782 Oraque 39 0
783 Oraque 95 0
784 Oraque 8 0
785 Oraque 97 0
786 Oraque 81 0
787 Oraque 83 0
788 Oraque 95 0
789 Oraque 45 0
790 Oraque 30 0
791 Oraque 96 0
792 Oraque 15 0
793 Oraque 62 0
794 Oraque 51 1
795 Oraque 22 0
796 Oraque 42 0
797 Oraque 28 1
798 Oraque 92 0
799 Oraque 11 0
800 Oraque 34 0
801 Oraque 44 0
802 Oraque 71 0
803 Oraque 36 0
804 Oraque 20 0
805 Oraque 72 0
806 Oraque 25 0
807 Oraque 83 0
808 Oraque 82 1
809 Oraque 92 1
810 Oraque 9 1
811 Oraque 24 1
812 Oraque 12 0
813 Oraque 2 0
814 Oraque 27 0
815 Oraque 36 0
816 Oraque 31 0
817 Oraque 35 0
818 Oraque 67 0
819 Oraque 21 1
820 Oraque 53 0
821 Oraque 88 0
822 Oraque 94 0
823 Oraque 26 0
824 Oraque 96 0
825 Oraque 59 0
826 Oraque 78 0
827 Oraque 33 0
828 Oraque 70 0
829 Oraque 21 0
830 Oraque 57 0
831 Oraque 78 0
832 Oraque 61 1
833 Oraque 36 0
834 Oraque 27 0
835 Oraque 44 0
836 Oraque 3 0
837 Oraque 87 0
838 Oraque 79 0
839 Oraque 59 0
840 Oraque 57 0
841 Oraque 64 0
842 Oraque 83 1
843 Oraque 5 1
844 Oraque 72 0
845 Oraque 44 0
846 Oraque 11 1
847 Oraque 35 0
848 Oraque 55 0
849 Oraque 59 0
850 Oraque 25 0
851 Oraque 50 0
852 Oraque 58 0
853 Oraque 32 0
854 Oraque 85 0
855 Oraque 43 0
856 Oraque 25 0
857 Oraque 45 0
858 Oraque 11 0
859 Oraque 30 0
860 Oraque 57 0
861 Oraque 83 1
862 Oraque 25 0
863 Oraque 30 0
864 Oraque 27 0
865 Oraque 19 0
866 Oraque 32 1
867 Oraque 55 0
868 Oraque 52 0
869 Oraque 47 0
870 Oraque 93 1
871 Oraque 23 1
872 Oraque 18 1
873 Oraque 95 1
874 Oraque 96 0
875 Oraque 93 0
876 Oraque 36 0
877 Oraque 80 1
878 Oraque 66 1
879 Oraque 28 0
880 Oraque 54 1
881 Oraque 78 0
882 Oraque 81 0
883 Oraque 47 0
884 Oraque 40 0
885 Oraque 81 0
886 Oraque 67 0
887 Oraque 84 0
888 Oraque 24 0
889 Oraque 84 0
890 Oraque 61 0
891 Oraque 76 0
892 Oraque 77 0
893 Oraque 66 0
894 Oraque 79 0
895 Oraque 40 1
896 Oraque 84 0
897 Oraque 75 0
898 Oraque 75 0
899 Oraque 55 0
900 Oraque 21 0
