indiv rio peso enfermo
728 Oraque 70 1
729 Oraque 10 0
730 Oraque 91 0
731 Oraque 92 1
732 Oraque 19 0
733 Oraque 41 0
734 Oraque 98 0
735 Oraque 86 0
736 Oraque 50 0
737 Oraque 89 0
738 Oraque 21 1
739 Oraque 7 0
740 Oraque 19 0
741 Oraque 36 0
742 Oraque 19 0
743 Oraque 49 0
744 Oraque 86 0
745 Oraque 29 0
746 Oraque 79 0
747 Oraque 43 0
748 Oraque 16 0
749 Oraque 39 0
750 Oraque 33 1
751 Oraque 12 0
752 Oraque 63 0
753 Oraque 90 1
754 Oraque 64 0
755 Oraque 32 0
756 Oraque 41 0
757 Oraque 97 0
758 Oraque 16 0
759 Oraque 15 0
760 Oraque 83 0
761 Oraque 75 0
762 Oraque 95 0
763 Oraque 88 0
764 Oraque 29 0
765 Oraque 59 0
766 Oraque 32 0
767 Oraque 57 0
768 Oraque 36 0
769 Oraque 46 1
770 Oraque 85 0
771 Oraque 39 1
772 Oraque 88 0
773 Oraque 86 0
774 Oraque 70 1
775 Oraque 28 0
776 Oraque 45 0
777 Oraque 32 0
778 Oraque 23 0
779 Oraque 32 0
780 Oraque 23 0
781 Oraque 20 0
782 Oraque 84 0
783 Oraque 18 0
784 Oraque 64 0
785 Oraque 14 1
786 Oraque 48 0
787 Oraque 66 0
788 Oraque 27 0
789 Oraque 46 0
790 Oraque 90 0
791 Oraque 34 0
792 Oraque 73 0
793 Oraque 64 0
794 Oraque 94 0
795 Oraque 43 0
796 Oraque 13 0
797 Oraque 12 0
798 Oraque 43 0
799 Oraque 42 0
800 Oraque 28 0
801 Oraque 52 0
802 Oraque 80 0
803 Oraque 87 0
804 Oraque 60 0
805 Oraque 18 0
806 Oraque 80 0
807 Oraque 56 0
808 Oraque 52 0
809 Oraque 58 0
810 Oraque 77 0
811 Oraque 45 0
812 Oraque 37 0
813 Oraque 17 1
814 Oraque 69 0
815 Oraque 71 0
816 Oraque 78 0
817 Oraque 32 0
818 Oraque 1 0
819 Oraque 58 1
820 Oraque 27 0
821 Oraque 47 0
822 Oraque 82 0
823 Oraque 57 0
824 Oraque 77 0
825 Oraque 15 0
826 Oraque 87 1
827 Oraque 20 0
828 Oraque 73 0
829 Oraque 71 0
830 Oraque 41 0
831 Oraque 24 0
832 Oraque 8 0
833 Oraque 60 0
834 Oraque 63 0
835 Oraque 91 0
836 Oraque 34 0
837 Oraque 17 0
838 Oraque 8 0
839 Oraque 94 0
840 Oraque 11 0
841 Oraque 1 0
842 Oraque 47 1
843 Oraque 63 0
844 Oraque 34 0
845 Oraque 60 0
846 Oraque 63 0
847 Oraque 35 0
848 Oraque 86 1
849 Oraque 68 0
850 Oraque 63 0
851 Oraque 56 0
852 Oraque 18 0
853 Oraque 17 0
854 Oraque 4 0
855 Oraque 39 0
856 Oraque 36 0
857 Oraque 43 0
858 Oraque 18 0
859 Oraque 7 0
860 Oraque 97 0
861 Oraque 85 0
862 Oraque 14 0
863 Oraque 63 0
864 Oraque 47 0
865 Oraque 56 1
866 Oraque 93 0
867 Oraque 27 0
868 Oraque 6 0
869 Oraque 72 0
870 Oraque 6 0
871 Oraque 34 0
872 Oraque 45 1
873 Oraque 62 0
874 Oraque 76 0
875 Oraque 4 0
876 Oraque 92 0
877 Oraque 71 1
878 Oraque 86 0
879 Oraque 26 0
880 Oraque 97 0
881 Oraque 80 0
882 Oraque 98 0
883 Oraque 75 0
884 Oraque 42 0
885 Oraque 20 0
886 Oraque 44 0
887 Oraque 37 0
888 Oraque 75 0
889 Oraque 77 0
890 Oraque 76 0
891 Oraque 87 0
892 Oraque 29 0
893 Oraque 84 0
894 Oraque 22 0
895 Oraque 72 0
896 Oraque 19 0
897 Oraque 95 0
898 Oraque 52 0
899 Oraque 60 0
900 Oraque 74 1
