indiv rio peso enfermo
245 Murtigas 21 0
246 Murtigas 62 1
247 Murtigas 37 0
248 Murtigas 82 0
249 Murtigas 81 0
250 Murtigas 45 0
251 Murtigas 11 0
252 Murtigas 58 1
253 Murtigas 9 0
254 Murtigas 87 1
255 Murtigas 90 1
256 Murtigas 80 0
257 Murtigas 27 0
258 Murtigas 83 1
259 Murtigas 60 0
260 Murtigas 42 0
261 Murtigas 42 1
262 Murtigas 27 0
263 Murtigas 63 0
264 Murtigas 70 0
265 Murtigas 31 0
266 Murtigas 4 0
267 Murtigas 56 0
268 Murtigas 54 0
269 Murtigas 71 0
270 Murtigas 28 0
271 Murtigas 12 0
272 Murtigas 22 0
273 Murtigas 71 1
274 Murtigas 3 1
275 Murtigas 6 0
276 Murtigas 48 1
277 Murtigas 39 1
278 Murtigas 94 0
279 Murtigas 27 0
280 Murtigas 50 0
281 Murtigas 96 0
282 Murtigas 37 0
283 Murtigas 82 0
284 Murtigas 41 0
285 Murtigas 61 0
286 Murtigas 51 1
287 Murtigas 47 1
288 Murtigas 63 0
289 Murtigas 43 0
290 Murtigas 89 0
291 Murtigas 50 0
292 Murtigas 81 1
293 Murtigas 60 0
294 Murtigas 93 0
295 Murtigas 17 0
296 Murtigas 21 0
297 Murtigas 73 1
298 Murtigas 45 0
299 Murtigas 63 0
300 Murtigas 49 0
301 Murtigas 43 1
302 Murtigas 18 1
303 Murtigas 16 0
304 Murtigas 96 0
305 Murtigas 30 1
306 Murtigas 73 0
307 Murtigas 78 1
308 Murtigas 21 0
309 Murtigas 63 1
310 Murtigas 18 0
311 Murtigas 15 1
312 Murtigas 83 0
313 Murtigas 12 0
314 Murtigas 29 0
315 Murtigas 62 0
316 Murtigas 20 0
317 Murtigas 6 0
318 Murtigas 70 0
319 Murtigas 9 0
320 Murtigas 76 0
321 Murtigas 50 0
322 Murtigas 46 0
323 Murtigas 50 0
324 Murtigas 64 0
325 Murtigas 14 0
326 Murtigas 96 0
327 Murtigas 31 0
328 Murtigas 65 1
329 Murtigas 38 0
330 Murtigas 16 1
331 Murtigas 82 0
332 Murtigas 80 0
333 Murtigas 53 0
334 Murtigas 14 0
335 Murtigas 75 0
336 Murtigas 27 0
337 Murtigas 32 1
338 Murtigas 98 0
339 Murtigas 35 1
340 Murtigas 73 1
341 Murtigas 56 1
342 Murtigas 5 0
343 Murtigas 25 1
344 Murtigas 31 0
345 Murtigas 48 0
346 Murtigas 21 0
347 Murtigas 55 0
348 Murtigas 20 0
349 Murtigas 82 1
350 Murtigas 67 0
351 Murtigas 29 0
352 Murtigas 74 0
353 Murtigas 97 0
354 Murtigas 23 0
355 Murtigas 82 0
356 Murtigas 62 0
357 Murtigas 2 0
358 Murtigas 32 0
359 Murtigas 8 1
360 Murtigas 43 0
361 Murtigas 57 0
362 Murtigas 24 0
363 Murtigas 27 0
364 Murtigas 78 0
365 Murtigas 9 0
366 Murtigas 54 0
367 Murtigas 71 0
368 Murtigas 52 0
369 Murtigas 16 0
370 Murtigas 41 0
371 Murtigas 43 0
372 Murtigas 69 0
373 Murtigas 63 0
374 Murtigas 16 0
375 Murtigas 9 0
376 Murtigas 10 0
377 Murtigas 43 0
378 Murtigas 77 0
379 Murtigas 89 0
380 Murtigas 43 0
381 Murtigas 4 0
382 Murtigas 61 0
383 Murtigas 81 0
384 Murtigas 21 0
385 Murtigas 21 0
386 Murtigas 51 0
387 Murtigas 92 0
388 Murtigas 40 0
389 Murtigas 38 0
390 Murtigas 64 0
391 Murtigas 78 0
392 Murtigas 3 0
393 Murtigas 12 0
394 Oraque 79 0
395 Oraque 50 0
396 Oraque 11 0
397 Oraque 61 0
398 Oraque 11 0
399 Oraque 51 0
400 Oraque 45 0
401 Oraque 88 0
402 Oraque 65 0
403 Oraque 85 0
404 Oraque 30 0
405 Oraque 44 0
406 Oraque 36 0
407 Oraque 64 0
408 Oraque 29 1
409 Oraque 4 0
410 Oraque 40 0
411 Oraque 47 0
412 Oraque 75 0
413 Oraque 67 0
414 Oraque 91 0
415 Oraque 87 0
416 Oraque 18 0
417 Oraque 36 0
418 Oraque 28 0
419 Oraque 49 0
420 Oraque 61 0
421 Oraque 89 0
422 Oraque 51 0
423 Oraque 56 0
424 Oraque 23 0
425 Oraque 20 0
426 Oraque 93 0
427 Oraque 13 0
428 Oraque 36 0
429 Oraque 70 0
430 Oraque 37 0
431 Oraque 57 0
432 Oraque 54 0
433 Oraque 6 0
434 Oraque 75 0
435 Oraque 91 0
436 Oraque 51 0
437 Oraque 5 0
438 Oraque 25 0
439 Oraque 92 0
440 Oraque 88 0
441 Oraque 14 0
442 Oraque 21 0
443 Oraque 15 0
444 Oraque 51 0
445 Oraque 44 0
446 Oraque 72 0
447 Oraque 79 0
448 Oraque 80 0
449 Oraque 71 0
450 Oraque 37 0
451 Oraque 97 0
452 Oraque 96 0
453 Oraque 6 0
454 Oraque 8 0
455 Oraque 94 0
456 Oraque 55 0
457 Oraque 33 0
458 Oraque 82 0
459 Oraque 50 0
460 Oraque 21 0
461 Oraque 25 0
462 Oraque 90 0
463 Oraque 92 0
464 Oraque 49 0
465 Oraque 33 0
466 Oraque 15 0
467 Oraque 10 0
468 Oraque 13 0
469 Oraque 19 0
470 Oraque 94 0
471 Oraque 79 0
472 Oraque 5 0
473 Oraque 83 0
474 Oraque 4 0
475 Oraque 34 0
476 Oraque 53 0
477 Oraque 32 0
478 Oraque 21 0
479 Oraque 12 0
480 Oraque 28 0
481 Oraque 89 0
482 Oraque 95 0
483 Oraque 73 0
484 Oraque 15 0
485 Oraque 12 0
486 Oraque 79 0
487 Oraque 48 0
488 Oraque 26 0
489 Oraque 58 0
490 Oraque 49 0
491 Oraque 61 0
492 Oraque 89 0
493 Oraque 79 0
494 Oraque 23 0
495 Oraque 37 0
496 Oraque 86 0
497 Oraque 83 0
498 Oraque 85 0
499 Oraque 70 0
500 Oraque 35 0
501 Oraque 34 0
502 Oraque 23 0
503 Oraque 55 0
504 Oraque 11 0
505 Oraque 61 0
506 Oraque 7 0
507 Oraque 9 0
508 Oraque 44 0
509 Oraque 35 0
510 Oraque 17 0
511 Oraque 91 0
512 Oraque 78 0
513 Oraque 43 0
514 Oraque 30 0
515 Oraque 31 0
516 Oraque 89 0
517 Oraque 15 0
518 Oraque 51 0
519 Oraque 23 0
520 Oraque 77 0
521 Oraque 77 0
522 Oraque 12 0
523 Oraque 72 0
524 Oraque 68 0
525 Oraque 55 0
526 Oraque 14 0
527 Oraque 28 0
528 Oraque 24 0
529 Oraque 65 1
530 Oraque 5 0
531 Oraque 89 0
532 Oraque 69 0
533 Oraque 56 0
534 Oraque 84 0
535 Oraque 21 0
536 Oraque 73 0
537 Oraque 10 0
538 Oraque 48 0
539 Oraque 52 0
540 Oraque 29 0
541 Oraque 43 0
542 Oraque 1 0
543 Oraque 8 0
544 Oraque 81 0
545 Oraque 80 1
546 Oraque 95 0
547 Oraque 27 0
548 Oraque 59 0
549 Oraque 17 0
550 Oraque 14 0
551 Oraque 46 0
552 Oraque 96 0
553 Oraque 26 0
554 Oraque 7 0
555 Oraque 75 0
556 Oraque 86 0
557 Oraque 59 0
558 Oraque 3 0
559 Oraque 40 0
560 Oraque 27 0
561 Oraque 48 0
562 Oraque 64 0
563 Oraque 12 0
564 Oraque 23 0
565 Oraque 22 0
566 Oraque 24 0
567 Oraque 71 0
568 Oraque 24 0
569 Oraque 74 1
570 Oraque 63 0
571 Oraque 4 0
572 Oraque 27 0
573 Oraque 26 0
574 Oraque 74 0
575 Oraque 9 0
576 Oraque 61 1
577 Oraque 88 0
578 Oraque 65 0
579 Oraque 78 0
580 Oraque 51 0
581 Oraque 92 0
582 Oraque 15 0
583 Oraque 46 0
584 Oraque 46 0
585 Oraque 67 0
586 Oraque 78 0
587 Oraque 22 0
588 Oraque 87 0
589 Oraque 11 0
590 Oraque 48 0
591 Oraque 61 0
592 Oraque 23 0
593 Oraque 30 0
594 Oraque 3 0
595 Oraque 86 0
596 Oraque 90 0
597 Oraque 39 0
598 Oraque 77 1
599 Oraque 93 0
600 Oraque 13 0
601 Oraque 94 0
602 Oraque 20 0
603 Oraque 93 0
604 Oraque 98 0
605 Oraque 77 0
606 Oraque 65 0
607 Oraque 41 0
608 Oraque 77 0
609 Oraque 55 0
610 Oraque 88 0
611 Oraque 23 0
612 Oraque 38 0
613 Oraque 23 0
614 Oraque 41 0
615 Oraque 32 0
616 Oraque 87 0
617 Oraque 31 0
618 Oraque 56 0
619 Oraque 11 0
620 Oraque 83 0
621 Oraque 69 0
622 Oraque 77 0
623 Oraque 33 0
624 Oraque 85 0
625 Oraque 86 0
626 Oraque 67 0
627 Oraque 66 0
628 Oraque 43 0
629 Oraque 59 0
630 Oraque 23 0
631 Oraque 74 0
632 Oraque 14 0
633 Oraque 88 0
634 Oraque 45 0
635 Oraque 49 0
636 Oraque 79 0
637 Oraque 40 0
638 Oraque 58 0
639 Oraque 96 0
640 Oraque 87 0
641 Oraque 71 0
642 Oraque 46 0
643 Oraque 78 0
644 Oraque 38 0
645 Oraque 44 0
646 Oraque 18 0
647 Oraque 21 0
648 Oraque 69 0
649 Oraque 3 0
650 Oraque 80 0
651 Oraque 38 0
652 Oraque 84 0
653 Oraque 36 0
654 Oraque 8 0
655 Oraque 73 1
656 Oraque 63 0
657 Oraque 68 0
658 Oraque 69 1
659 Oraque 18 0
660 Oraque 54 1
661 Oraque 25 0
662 Oraque 57 0
663 Oraque 39 0
664 Oraque 39 0
665 Oraque 22 0
666 Oraque 27 0
667 Oraque 58 0
668 Oraque 98 0
669 Oraque 13 0
670 Oraque 34 0
671 Oraque 28 0
672 Oraque 59 0
673 Oraque 68 0
674 Oraque 2 0
675 Oraque 97 1
676 Oraque 47 0
677 Oraque 68 0
678 Oraque 3 0
679 Oraque 93 0
680 Oraque 89 0
681 Oraque 81 0
682 Oraque 32 0
683 Oraque 73 0
684 Oraque 35 0
685 Oraque 71 0
686 Oraque 57 0
687 Oraque 16 0
688 Oraque 56 0
689 Oraque 48 0
690 Oraque 46 0
691 Oraque 35 0
692 Oraque 69 0
693 Oraque 33 0
694 Oraque 53 0
695 Oraque 40 0
696 Oraque 73 0
697 Oraque 46 0
698 Oraque 44 0
699 Oraque 39 0
700 Oraque 75 0
701 Oraque 76 0
702 Oraque 35 0
703 Oraque 60 0
704 Oraque 32 0
705 Oraque 91 0
706 Oraque 52 0
707 Oraque 48 0
708 Oraque 28 0
709 Oraque 44 0
710 Oraque 72 0
711 Oraque 6 0
712 Oraque 98 0
713 Oraque 95 0
714 Oraque 97 0
715 Oraque 95 0
716 Oraque 79 0
717 Oraque 19 0
718 Oraque 21 0
719 Oraque 1 0
720 Oraque 98 0
721 Oraque 77 0
722 Oraque 26 0
723 Oraque 61 0
724 Oraque 38 0
725 Oraque 34 0
726 Oraque 98 0
727 Oraque 95 0
728 Oraque 36 0
729 Oraque 62 0
730 Oraque 33 0
731 Oraque 56 0
732 Oraque 88 0
733 Oraque 96 0
734 Oraque 29 0
735 Oraque 58 0
736 Oraque 17 0
737 Oraque 7 0
738 Oraque 98 0
739 Oraque 47 0
740 Oraque 74 0
741 Oraque 29 0
742 Oraque 27 0
743 Oraque 41 0
744 Oraque 26 0
745 Oraque 71 0
746 Oraque 53 1
747 Oraque 62 0
748 Oraque 22 0
749 Oraque 54 0
750 Oraque 93 0
751 Oraque 69 0
752 Oraque 32 0
753 Oraque 32 0
754 Oraque 65 0
755 Oraque 65 0
756 Oraque 23 0
757 Oraque 85 0
758 Oraque 82 0
759 Oraque 6 0
760 Oraque 32 0
761 Oraque 39 0
762 Oraque 17 0
763 Oraque 21 0
764 Oraque 47 0
765 Oraque 23 0
766 Oraque 15 0
767 Oraque 44 0
768 Oraque 32 0
769 Oraque 16 0
770 Oraque 60 0
771 Oraque 2 0
772 Oraque 71 0
773 Oraque 71 0
774 Oraque 38 0
775 Oraque 34 0
776 Oraque 47 0
777 Oraque 62 1
778 Oraque 36 0
779 Oraque 10 0
780 Oraque 61 0
781 Oraque 21 0
782 Oraque 25 0
783 Oraque 45 0
784 Oraque 28 0
785 Oraque 46 0
786 Oraque 24 0
787 Oraque 42 0
788 Oraque 97 0
789 Oraque 33 0
790 Oraque 92 0
791 Oraque 52 0
792 Oraque 69 0
793 Oraque 69 0
794 Oraque 30 0
795 Oraque 97 0
796 Oraque 43 0
797 Oraque 43 0
798 Oraque 65 0
799 Oraque 8 0
800 Oraque 20 0
801 Oraque 93 0
802 Oraque 92 0
803 Oraque 17 0
804 Oraque 72 0
805 Oraque 25 0
806 Oraque 92 0
807 Oraque 66 0
808 Oraque 82 0
809 Oraque 5 0
810 Oraque 59 0
811 Oraque 35 0
812 Oraque 49 0
813 Oraque 91 0
814 Oraque 4 0
815 Oraque 70 0
816 Oraque 14 0
817 Oraque 10 0
818 Oraque 44 0
819 Oraque 32 0
820 Oraque 21 0
821 Oraque 89 0
822 Oraque 70 0
823 Oraque 83 1
824 Oraque 43 0
825 Oraque 48 0
826 Oraque 98 0
827 Oraque 7 0
828 Oraque 79 0
829 Oraque 50 0
830 Oraque 33 0
831 Oraque 61 0
832 Oraque 88 0
833 Oraque 16 0
834 Oraque 27 0
835 Oraque 91 0
836 Oraque 16 0
837 Oraque 26 0
838 Oraque 75 0
839 Oraque 99 0
840 Oraque 13 0
841 Oraque 38 1
842 Oraque 32 0
843 Oraque 88 0
844 Oraque 50 0
845 Oraque 31 0
846 Oraque 58 0
847 Oraque 35 0
848 Oraque 59 0
849 Oraque 33 0
850 Oraque 36 0
851 Oraque 9 0
852 Oraque 46 1
853 Oraque 60 0
854 Oraque 59 0
855 Oraque 97 0
856 Oraque 63 0
857 Oraque 20 0
858 Oraque 99 0
859 Oraque 46 0
860 Oraque 28 0
861 Oraque 93 0
862 Oraque 2 0
863 Oraque 12 0
864 Oraque 21 0
865 Oraque 49 0
866 Oraque 46 0
867 Oraque 72 0
868 Oraque 64 0
869 Oraque 57 0
870 Oraque 21 0
871 Oraque 48 0
872 Oraque 65 0
873 Oraque 31 0
874 Oraque 45 0
875 Oraque 45 0
876 Oraque 13 0
877 Oraque 21 0
878 Oraque 69 0
879 Oraque 12 0
880 Oraque 55 0
881 Oraque 64 0
882 Oraque 95 0
883 Oraque 96 0
884 Oraque 39 0
885 Oraque 34 0
886 Oraque 89 0
887 Oraque 93 0
888 Oraque 61 0
889 Oraque 1 0
890 Oraque 73 0
891 Oraque 91 0
892 Oraque 7 0
893 Oraque 48 0
894 Oraque 95 0
895 Oraque 24 0
896 Oraque 26 0
897 Oraque 5 0
898 Oraque 75 0
899 Oraque 58 0
900 Oraque 69 0
