indiv rio peso enfermo
210 Murtigas 31 0
211 Murtigas 3 0
212 Murtigas 16 0
213 Murtigas 23 0
214 Murtigas 49 0
215 Murtigas 9 0
216 Murtigas 96 0
217 Murtigas 87 0
218 Murtigas 82 0
219 Murtigas 38 0
220 Murtigas 91 0
221 Murtigas 8 0
222 Murtigas 57 0
223 Murtigas 74 0
224 Murtigas 82 0
225 Murtigas 65 0
226 Murtigas 12 0
227 Murtigas 87 0
228 Murtigas 19 0
229 Murtigas 83 0
230 Murtigas 16 0
231 Murtigas 66 0
232 Murtigas 83 0
233 Murtigas 51 0
234 Murtigas 37 0
235 Murtigas 96 0
236 Murtigas 20 0
237 Murtigas 91 1
238 Murtigas 37 0
239 Murtigas 11 0
240 Murtigas 85 0
241 Murtigas 83 0
242 Murtigas 77 0
243 Murtigas 39 0
244 Murtigas 10 0
245 Murtigas 66 0
246 Murtigas 29 0
247 Murtigas 99 1
248 Murtigas 33 0
249 Murtigas 66 0
250 Murtigas 23 1
251 Murtigas 92 0
252 Murtigas 43 0
253 Murtigas 99 1
254 Murtigas 31 0
255 Murtigas 98 0
256 Murtigas 8 0
257 Murtigas 65 0
258 Murtigas 82 0
259 Murtigas 52 0
260 Murtigas 50 0
261 Murtigas 82 0
262 Murtigas 81 0
263 Murtigas 80 0
264 Murtigas 89 0
265 Murtigas 44 0
266 Murtigas 52 0
267 Murtigas 70 0
268 Murtigas 72 0
269 Murtigas 39 0
270 Murtigas 88 0
271 Murtigas 82 0
272 Murtigas 12 0
273 Murtigas 17 0
274 Murtigas 54 0
275 Murtigas 39 0
276 Murtigas 25 0
277 Murtigas 23 0
278 Murtigas 47 0
279 Murtigas 44 0
280 Murtigas 19 0
281 Murtigas 11 0
282 Murtigas 40 0
283 Murtigas 87 0
284 Murtigas 10 0
285 Murtigas 83 0
286 Murtigas 46 1
287 Murtigas 33 0
288 Murtigas 12 0
289 Murtigas 9 0
290 Murtigas 41 1
291 Murtigas 22 0
292 Murtigas 74 0
293 Murtigas 26 0
294 Murtigas 87 0
295 Murtigas 41 0
296 Murtigas 22 0
297 Murtigas 17 1
298 Murtigas 46 0
299 Murtigas 23 0
300 Murtigas 77 0
301 Murtigas 11 0
302 Murtigas 61 0
303 Murtigas 92 1
304 Murtigas 87 0
305 Murtigas 1 0
306 Murtigas 18 0
307 Murtigas 90 0
308 Murtigas 57 0
309 Murtigas 68 0
310 Murtigas 56 0
311 Murtigas 25 0
312 Murtigas 7 0
313 Murtigas 75 0
314 Murtigas 90 0
315 Murtigas 41 0
316 Murtigas 41 0
317 Murtigas 65 0
318 Murtigas 73 0
319 Murtigas 50 0
320 Murtigas 20 0
321 Murtigas 97 1
322 Murtigas 91 0
323 Murtigas 81 0
324 Murtigas 63 0
325 Murtigas 33 0
326 Murtigas 37 0
327 Murtigas 80 0
328 Murtigas 72 0
329 Murtigas 1 0
330 Murtigas 79 0
331 Murtigas 52 0
332 Murtigas 10 0
333 Murtigas 84 0
334 Murtigas 60 0
335 Murtigas 77 0
336 Murtigas 79 0
337 Murtigas 32 0
338 Murtigas 34 0
339 Murtigas 85 0
340 Murtigas 58 0
341 Murtigas 61 0
342 Murtigas 57 0
343 Murtigas 34 0
344 Murtigas 8 0
345 Murtigas 93 0
346 Murtigas 29 0
347 Murtigas 72 0
348 Murtigas 6 0
349 Murtigas 39 0
350 Murtigas 7 0
351 Murtigas 56 0
352 Murtigas 27 0
353 Murtigas 7 0
354 Murtigas 90 0
355 Murtigas 39 0
356 Murtigas 20 0
357 Murtigas 63 0
358 Murtigas 68 0
359 Murtigas 21 0
360 Murtigas 42 0
361 Murtigas 55 0
362 Murtigas 79 0
363 Murtigas 99 0
364 Murtigas 51 0
365 Murtigas 41 0
366 Murtigas 55 1
367 Murtigas 54 0
368 Murtigas 31 0
369 Murtigas 64 0
370 Murtigas 8 0
371 Murtigas 25 0
372 Murtigas 69 0
373 Murtigas 94 0
374 Murtigas 77 0
375 Murtigas 24 0
376 Murtigas 59 0
377 Murtigas 86 0
378 Murtigas 36 0
379 Murtigas 86 0
380 Murtigas 44 0
381 Murtigas 62 0
382 Murtigas 79 0
383 Murtigas 14 0
384 Murtigas 27 0
385 Murtigas 87 0
386 Murtigas 32 0
387 Murtigas 48 0
388 Murtigas 97 0
389 Murtigas 85 0
390 Murtigas 9 0
391 Murtigas 92 0
392 Murtigas 9 0
393 Murtigas 10 0
394 Murtigas 53 0
395 Murtigas 3 0
396 Murtigas 23 0
397 Murtigas 31 0
398 Murtigas 14 0
399 Murtigas 76 0
400 Murtigas 29 0
401 Murtigas 67 1
402 Murtigas 11 0
403 Murtigas 31 0
404 Murtigas 23 0
405 Murtigas 16 0
406 Murtigas 15 0
407 Murtigas 70 0
408 Murtigas 92 0
409 Murtigas 20 0
410 Murtigas 71 0
411 Murtigas 51 0
412 Murtigas 37 0
413 Murtigas 57 0
414 Murtigas 51 0
415 Murtigas 45 0
416 Murtigas 86 0
417 Murtigas 53 0
418 Murtigas 91 0
419 Murtigas 31 0
420 Murtigas 71 0
421 Murtigas 45 0
422 Murtigas 86 0
423 Murtigas 87 0
424 Murtigas 21 0
425 Murtigas 76 0
426 Murtigas 80 0
427 Murtigas 13 0
428 Murtigas 70 0
429 Murtigas 46 1
430 Murtigas 56 0
431 Murtigas 38 0
432 Murtigas 25 0
433 Murtigas 23 0
434 Murtigas 28 0
435 Murtigas 47 0
436 Murtigas 65 0
437 Murtigas 68 1
438 Murtigas 11 0
439 Murtigas 43 0
440 Murtigas 84 0
441 Murtigas 69 0
442 Murtigas 96 0
443 Murtigas 22 0
444 Murtigas 91 0
445 Murtigas 83 0
446 Murtigas 71 0
447 Murtigas 88 0
448 Murtigas 13 0
449 Murtigas 92 0
450 Murtigas 78 0
451 Murtigas 60 0
452 Murtigas 81 0
453 Murtigas 60 0
454 Murtigas 57 0
455 Murtigas 18 0
456 Murtigas 15 0
457 Murtigas 71 0
458 Murtigas 78 0
459 Murtigas 37 0
460 Murtigas 70 0
461 Murtigas 48 0
462 Murtigas 10 0
463 Murtigas 28 0
464 Murtigas 25 0
465 Murtigas 38 0
466 Oraque 8 0
467 Oraque 4 0
468 Oraque 70 1
469 Oraque 12 0
470 Oraque 54 0
471 Oraque 41 0
472 Oraque 7 0
473 Oraque 98 0
474 Oraque 72 1
475 Oraque 4 0
476 Oraque 11 0
477 Oraque 50 0
478 Oraque 16 0
479 Oraque 97 1
480 Oraque 26 1
481 Oraque 69 0
482 Oraque 6 0
483 Oraque 15 1
484 Oraque 60 0
485 Oraque 5 0
486 Oraque 41 1
487 Oraque 81 1
488 Oraque 15 0
489 Oraque 80 1
490 Oraque 12 0
491 Oraque 70 0
492 Oraque 47 0
493 Oraque 42 1
494 Oraque 44 0
495 Oraque 83 1
496 Oraque 12 0
497 Oraque 89 0
498 Oraque 71 0
499 Oraque 25 0
500 Oraque 89 1
501 Oraque 48 1
502 Oraque 48 0
503 Oraque 70 1
504 Oraque 86 1
505 Oraque 96 0
506 Oraque 68 1
507 Oraque 55 1
508 Oraque 82 0
509 Oraque 53 1
510 Oraque 14 0
511 Oraque 18 0
512 Oraque 10 0
513 Oraque 85 1
514 Oraque 59 1
515 Oraque 42 0
516 Oraque 96 0
517 Oraque 70 1
518 Oraque 12 0
519 Oraque 46 1
520 Oraque 64 0
521 Oraque 45 1
522 Oraque 62 0
523 Oraque 71 0
524 Oraque 83 0
525 Oraque 23 0
526 Oraque 80 1
527 Oraque 96 1
528 Oraque 46 0
529 Oraque 94 1
530 Oraque 79 1
531 Oraque 82 0
532 Oraque 42 0
533 Oraque 92 1
534 Oraque 54 0
535 Oraque 1 0
536 Oraque 11 0
537 Oraque 39 0
538 Oraque 50 0
539 Oraque 15 0
540 Oraque 39 0
541 Oraque 82 0
542 Oraque 5 0
543 Oraque 3 0
544 Oraque 34 0
545 Oraque 48 0
546 Oraque 95 1
547 Oraque 78 1
548 Oraque 30 0
549 Oraque 93 0
550 Oraque 86 0
551 Oraque 97 1
552 Oraque 59 0
553 Oraque 3 0
554 Oraque 95 1
555 Oraque 71 0
556 Oraque 10 0
557 Oraque 28 0
558 Oraque 10 0
559 Oraque 3 0
560 Oraque 35 1
561 Oraque 76 1
562 Oraque 15 0
563 Oraque 93 0
564 Oraque 90 1
565 Oraque 13 0
566 Oraque 40 0
567 Oraque 95 0
568 Oraque 11 0
569 Oraque 32 1
570 Oraque 26 1
571 Oraque 12 0
572 Oraque 69 1
573 Oraque 36 1
574 Oraque 19 0
575 Oraque 41 0
576 Oraque 22 0
577 Oraque 30 0
578 Oraque 8 0
579 Oraque 72 0
580 Oraque 38 1
581 Oraque 73 1
582 Oraque 35 1
583 Oraque 34 0
584 Oraque 68 0
585 Oraque 68 1
586 Oraque 24 0
587 Oraque 82 0
588 Oraque 29 0
589 Oraque 47 0
590 Oraque 24 1
591 Oraque 48 0
592 Oraque 51 0
593 Oraque 42 0
594 Oraque 13 0
595 Oraque 30 0
596 Oraque 33 0
597 Oraque 38 0
598 Oraque 5 0
599 Oraque 6 0
600 Oraque 15 0
601 Oraque 27 0
602 Oraque 19 0
603 Oraque 39 0
604 Oraque 6 1
605 Oraque 70 0
606 Oraque 55 0
607 Oraque 65 0
608 Oraque 2 0
609 Oraque 87 1
610 Oraque 33 1
611 Oraque 69 0
612 Oraque 89 0
613 Oraque 5 1
614 Oraque 22 0
615 Oraque 58 0
616 Oraque 30 0
617 Oraque 32 1
618 Oraque 14 1
619 Oraque 23 1
620 Oraque 81 0
621 Oraque 74 0
622 Oraque 40 0
623 Oraque 53 0
624 Oraque 87 0
625 Oraque 80 0
626 Oraque 4 0
627 Oraque 62 1
628 Oraque 59 0
629 Oraque 70 1
630 Oraque 82 1
631 Oraque 47 0
632 Oraque 92 0
633 Oraque 22 0
634 Oraque 27 0
635 Oraque 55 0
636 Oraque 29 0
637 Oraque 92 1
638 Oraque 81 0
639 Oraque 42 0
640 Oraque 85 0
641 Oraque 95 1
642 Oraque 80 0
643 Oraque 37 1
644 Oraque 74 0
645 Oraque 22 0
646 Oraque 54 0
647 Oraque 18 0
648 Oraque 44 0
649 Oraque 83 0
650 Oraque 66 0
651 Oraque 29 0
652 Oraque 49 0
653 Oraque 81 1
654 Oraque 60 0
655 Oraque 79 1
656 Oraque 18 0
657 Oraque 52 1
658 Oraque 39 0
659 Oraque 78 1
660 Oraque 84 0
661 Oraque 33 0
662 Oraque 30 1
663 Oraque 45 0
664 Oraque 35 0
665 Oraque 17 0
666 Oraque 82 1
667 Oraque 39 0
668 Oraque 92 1
669 Oraque 94 0
670 Oraque 80 1
671 Oraque 50 0
672 Oraque 41 0
673 Oraque 66 0
674 Oraque 13 1
675 Oraque 96 1
676 Oraque 3 0
677 Oraque 75 1
678 Oraque 76 1
679 Oraque 19 0
680 Oraque 80 0
681 Oraque 17 0
682 Oraque 85 0
683 Oraque 57 0
684 Oraque 82 1
685 Oraque 86 1
686 Oraque 68 0
687 Oraque 77 0
688 Oraque 63 0
689 Oraque 8 0
690 Oraque 21 0
691 Oraque 92 1
692 Oraque 22 1
693 Oraque 43 1
694 Oraque 94 1
695 Oraque 32 0
696 Oraque 99 0
697 Oraque 85 1
698 Oraque 54 0
699 Oraque 96 1
700 Oraque 42 0
701 Oraque 30 0
702 Oraque 65 1
703 Oraque 7 0
704 Oraque 75 0
705 Oraque 64 0
706 Oraque 30 0
707 Oraque 27 0
708 Oraque 36 0
709 Oraque 36 0
710 Oraque 94 0
711 Oraque 18 0
712 Oraque 35 0
713 Oraque 45 0
714 Oraque 72 0
715 Oraque 88 0
716 Oraque 34 0
717 Oraque 44 1
718 Oraque 83 1
719 Oraque 16 0
720 Oraque 71 0
721 Oraque 42 0
722 Oraque 35 0
723 Oraque 24 0
724 Oraque 80 1
725 Oraque 17 0
726 Oraque 81 1
727 Oraque 16 0
728 Oraque 22 0
729 Oraque 30 0
730 Oraque 10 1
731 Oraque 10 0
732 Oraque 76 1
733 Oraque 4 0
734 Oraque 12 0
735 Oraque 33 0
736 Oraque 9 0
737 Oraque 43 0
738 Oraque 59 0
739 Oraque 70 0
740 Oraque 29 1
741 Oraque 69 0
742 Oraque 44 0
743 Oraque 85 0
744 Oraque 79 0
745 Oraque 98 1
746 Oraque 83 0
747 Oraque 87 0
748 Oraque 27 0
749 Oraque 60 1
750 Oraque 36 0
751 Oraque 26 0
752 Oraque 83 0
753 Oraque 49 0
754 Oraque 39 0
755 Oraque 80 1
756 Oraque 23 0
757 Oraque 72 0
758 Oraque 88 1
759 Oraque 28 1
760 Oraque 31 0
761 Oraque 9 0
762 Oraque 76 0
763 Oraque 37 0
764 Oraque 69 0
765 Oraque 14 1
766 Oraque 44 0
767 Oraque 29 0
768 Oraque 46 1
769 Oraque 34 0
770 Oraque 85 0
771 Oraque 57 0
772 Oraque 95 0
773 Oraque 47 0
774 Oraque 9 0
775 Oraque 34 0
776 Oraque 53 0
777 Oraque 20 0
778 Oraque 27 0
779 Oraque 51 1
780 Oraque 48 0
781 Oraque 23 1
782 Oraque 66 0
783 Oraque 88 0
784 Oraque 71 1
785 Oraque 72 0
786 Oraque 80 0
787 Oraque 67 1
788 Oraque 97 0
789 Oraque 94 0
790 Oraque 59 0
791 Oraque 92 0
792 Oraque 94 1
793 Oraque 84 1
794 Oraque 50 0
795 Oraque 42 0
796 Oraque 58 1
797 Oraque 93 0
798 Oraque 50 0
799 Oraque 92 0
800 Oraque 86 1
801 Oraque 62 0
802 Oraque 21 0
803 Oraque 83 1
804 Oraque 20 0
805 Oraque 37 0
806 Oraque 67 0
807 Oraque 87 0
808 Oraque 45 0
809 Oraque 4 0
810 Oraque 86 1
811 Oraque 3 0
812 Oraque 24 0
813 Oraque 18 0
814 Oraque 61 1
815 Oraque 34 0
816 Oraque 96 1
817 Oraque 80 0
818 Oraque 71 0
819 Oraque 37 0
820 Oraque 59 0
821 Oraque 60 1
822 Oraque 24 0
823 Oraque 12 0
824 Oraque 30 0
825 Oraque 81 0
826 Oraque 6 0
827 Oraque 54 1
828 Oraque 73 1
829 Oraque 93 1
830 Oraque 80 0
831 Oraque 22 0
832 Oraque 24 0
833 Oraque 34 0
834 Oraque 78 1
835 Oraque 17 1
836 Oraque 92 0
837 Oraque 52 1
838 Oraque 28 0
839 Oraque 63 0
840 Oraque 71 1
841 Oraque 15 0
842 Oraque 68 1
843 Oraque 95 0
844 Oraque 58 0
845 Oraque 88 0
846 Oraque 94 0
847 Oraque 44 0
848 Oraque 20 0
849 Oraque 93 0
850 Oraque 85 1
851 Oraque 19 0
852 Oraque 51 0
853 Oraque 26 0
854 Oraque 17 0
855 Oraque 6 0
856 Oraque 31 0
857 Oraque 22 0
858 Oraque 66 0
859 Oraque 18 0
860 Oraque 84 0
861 Oraque 57 1
862 Oraque 24 1
863 Oraque 97 1
864 Oraque 44 0
865 Oraque 7 0
866 Oraque 63 0
867 Oraque 70 1
868 Oraque 36 0
869 Oraque 17 0
870 Oraque 64 1
871 Oraque 49 0
872 Oraque 61 1
873 Oraque 5 1
874 Oraque 58 0
875 Oraque 18 0
876 Oraque 34 0
877 Oraque 92 1
878 Oraque 69 0
879 Oraque 98 0
880 Oraque 3 0
881 Oraque 58 0
882 Oraque 92 0
883 Oraque 46 0
884 Oraque 21 0
885 Oraque 80 0
886 Oraque 89 1
887 Oraque 97 1
888 Oraque 2 0
889 Oraque 79 0
890 Oraque 35 0
891 Oraque 9 0
892 Oraque 36 1
893 Oraque 82 0
894 Oraque 20 1
895 Oraque 66 0
896 Oraque 26 0
897 Oraque 10 0
898 Oraque 97 0
899 Oraque 79 1
900 Oraque 97 0
